Stage;TLD;Flags;Registry;"Registry Group";Backend;Start;End;Description
SR;juegos;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-06-05T16:00:00Z;2014-08-19T16:00:00Z;
SR;globo;FCFS;"Globo Comunicação e Participações S.A";;NIC.br;2014-06-09T00:00:00Z;2014-07-09T00:00:00Z;
LR;tokyo;;"GMO Registry, Inc.";;"GMO Registry, Inc.";2014-06-09T03:00:00Z;2014-07-17T07:00:00Z;
GA;bid;;"dot Bid Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-06-09T14:00:00Z;2099-12-31T23:59:59Z;
GA;trade;;"Elite Registry Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-06-09T14:00:00Z;2099-12-31T23:59:59Z;
GA;webcam;;"dot Webcam Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-06-09T14:00:00Z;2099-12-31T23:59:59Z;
SR;moscow;FCFS;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-06-10T09:00:00Z;2014-07-10T09:00:00Z;"Domain name registration pursuant to applications from trademark holders recorded in the Trademark Clearinghouse."
SR;xn--80adxhks;FCFS;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-06-10T09:00:00Z;2014-07-10T09:00:00Z;"Domain name registration pursuant to applications from trademark holders recorded in the Trademark Clearinghouse."
SR;cash;;"Delta Lake, LLC";"Donuts Inc.";"Rightside Registry";2014-06-10T16:00:00Z;2014-08-09T15:59:59Z;
SR;fund;;"John Castle, LLC";"Donuts Inc.";"Rightside Registry";2014-06-10T16:00:00Z;2014-08-09T15:59:59Z;
SR;investments;;"Holly Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-06-10T16:00:00Z;2014-08-09T15:59:59Z;
SR;tax;;"Storm Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-06-10T16:00:00Z;2014-08-09T15:59:59Z;
SR;bio;;"STARTING DOT LIMITED";;"Afilias Limited";2014-06-11T10:00:00Z;2014-08-10T10:00:00Z;
LR;bar;;"Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable";;CentralNic;2014-06-11T12:00:00Z;2014-07-09T07:00:00Z;
LR;rest;;"Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable";;CentralNic;2014-06-11T12:00:00Z;2014-07-09T07:00:00Z;
EA;cards;;"Foggy Hollow, LLC";"Donuts Inc.";"Rightside Registry";2014-06-11T16:00:00Z;2014-06-18T16:00:00Z;
EA;catering;;"New Falls. LLC";"Donuts Inc.";"Rightside Registry";2014-06-11T16:00:00Z;2014-06-18T16:00:00Z;
EA;cleaning;;"Fox Shadow, LLC";"Donuts Inc.";"Rightside Registry";2014-06-11T16:00:00Z;2014-06-18T16:00:00Z;
EA;community;;"Fox Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-06-11T16:00:00Z;2014-06-18T16:00:00Z;
GA;dating;;"Pine Fest, LLC";"Donuts Inc.";"Rightside Registry";2014-06-11T16:00:00Z;2099-12-31T23:59:59Z;
GA;events;;"Pioneer Maple, LLC";"Donuts Inc.";"Rightside Registry";2014-06-11T16:00:00Z;2099-12-31T23:59:59Z;
GA;partners;;"Magic Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-06-11T16:00:00Z;2099-12-31T23:59:59Z;
GA;productions;;"Magic Birch, LLC";"Donuts Inc.";"Rightside Registry";2014-06-11T16:00:00Z;2099-12-31T23:59:59Z;
LR;xn--czru2d;;"Zodiac Aquarius Limited";"Zodiac Holdings Ltd.";ZDNS;2014-06-11T16:00:00Z;2014-07-01T15:59:59Z;
LR;pub;;"Rightside Registry";;"Rightside Registry";2014-06-11T17:00:00Z;2014-06-30T17:00:00Z;
SR;cologne;FCFS;"NetCologne Gesellschaft für Telekommunikation mbH";;"Knipp Medien und Kommunikation GmbH";2014-06-12T00:00:00Z;2014-07-13T23:59:00Z;
SR;koeln;FCFS;"NetCologne Gesellschaft für Telekommunikation mbH";;"Knipp Medien und Kommunikation GmbH";2014-06-12T00:00:00Z;2014-07-13T23:59:00Z;
GA;xn--rhqv96g;;"Stable Tone Limited";;"Neustar Inc.";2014-06-12T00:00:00Z;2099-12-31T23:59:59Z;
SR;career;;"dotCareer LLC";;"Verisign, Inc.";2014-06-16T00:00:00Z;2014-08-17T07:00:00Z;
SR;desi;;"Desi Networks LLC";;"KSregistry GmbH";2014-06-16T09:00:00Z;2014-08-16T09:00:00Z;
GA;archi;;"STARTING DOT LIMITED";;"Afilias Limited";2014-06-16T10:00:00Z;2099-12-31T23:59:59Z;
LR;moe;;"Interlink Co., Ltd.";;"Neustar Inc.";2014-06-17T15:00:00Z;2014-07-17T07:00:00Z;
SR;discount;;"Holly Hill, LLC";"Donuts Inc.";"Rightside Registry";2014-06-17T16:00:00Z;2014-08-16T15:59:59Z;
SR;fitness;;"Brice Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-06-17T16:00:00Z;2014-08-16T15:59:59Z;
SR;furniture;;"Lone Fields, LLC";"Donuts Inc.";"Rightside Registry";2014-06-17T16:00:00Z;2014-08-16T16:00:00Z;
SR;schule;;"Outer Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-06-17T16:00:00Z;2014-08-16T15:59:59Z;
GA;cards;;"Foggy Hollow, LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2099-12-31T23:59:59Z;
GA;catering;;"New Falls. LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2099-12-31T23:59:59Z;
GA;cleaning;;"Fox Shadow, LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2099-12-31T23:59:59Z;
GA;community;;"Fox Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2099-12-31T23:59:59Z;
EA;industries;;"Outer House, LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2014-06-25T16:00:00Z;
EA;parts;;"Sea Goodbye, LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2014-06-25T16:00:00Z;
EA;supplies;;"Atomic Fields, LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2014-06-25T16:00:00Z;
EA;supply;;"Half Falls, LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2014-06-25T16:00:00Z;
EA;tools;;"Pioneer North, LLC";"Donuts Inc.";"Rightside Registry";2014-06-18T16:00:00Z;2014-06-25T16:00:00Z;
LR;moda;;"Rightside Registry";;"Rightside Registry";2014-06-18T17:00:00Z;2014-07-07T17:00:00Z;
GA;nagoya;;"GMO Registry, Inc.";;"GMO Registry, Inc.";2014-06-23T03:00:00Z;2099-12-31T23:59:59Z;
GA;ink;;"Top Level Design, LLC";;CentralNic;2014-06-23T11:00:00Z;2099-12-31T23:59:59Z;
SR;claims;;"Black Corner, LLC";"Donuts Inc.";"Rightside Registry";2014-06-24T16:00:00Z;2014-08-23T15:59:59Z;
SR;credit;;"Snow Shadow, LLC";"Donuts Inc.";"Rightside Registry";2014-06-24T16:00:00Z;2014-08-23T15:59:59Z;
SR;creditcard;;"Binky Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2014-06-24T16:00:00Z;2014-08-23T15:59:59Z;
SR;gratis;;"Pioneer Tigers, LLC";"Donuts Inc.";"Rightside Registry";2014-06-24T16:00:00Z;2014-08-23T15:59:59Z;
SR;host;;"DotHost Inc.";"Radix FZC";CentralNic;2014-06-24T16:00:00Z;2014-08-23T16:00:00Z;
SR;press;;"DotPress Inc.";"Radix FZC";CentralNic;2014-06-24T16:00:00Z;2014-08-23T16:00:00Z;
LR;wang;;"Zodiac Registry Limited";"Zodiac Holdings Ltd.";ZDNS;2014-06-24T16:00:00Z;2014-06-28T07:00:00Z;
SR;website;;"DotWebsite Inc.";"Radix FZC";CentralNic;2014-06-24T16:00:00Z;2014-08-23T16:00:00Z;
SR;global;;"Dot Global Domain Registry Limited";;"Afilias Limited";2014-06-25T15:00:00Z;2014-08-24T15:00:00Z;
OT;nyc;"CTR SPR";"The City of New York by and through the New York City Department of Information Technology & Telecommunications";;"Neustar Inc.";2014-06-25T15:00:00Z;2014-07-31T15:00:00Z;"This limited registration period will make available certain domain names reserved by New York City to qualified New York City government affiliated agencies, organizations and entities."
EA;fish;;"Fox Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-06-25T16:00:00Z;2014-07-02T16:00:00Z;
GA;industries;;"Outer House, LLC";"Donuts Inc.";"Rightside Registry";2014-06-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;parts;;"Sea Goodbye, LLC";"Donuts Inc.";"Rightside Registry";2014-06-25T16:00:00Z;2099-12-31T23:59:59Z;
EA;report;;"Binky Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-06-25T16:00:00Z;2014-07-02T16:00:00Z;
GA;supplies;;"Atomic Fields, LLC";"Donuts Inc.";"Rightside Registry";2014-06-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;supply;;"Half Falls, LLC";"Donuts Inc.";"Rightside Registry";2014-06-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;tools;;"Pioneer North, LLC";"Donuts Inc.";"Rightside Registry";2014-06-25T16:00:00Z;2099-12-31T23:59:59Z;
EA;vision;;"Koko Station, LLC";"Donuts Inc.";"Rightside Registry";2014-06-25T16:00:00Z;2014-07-02T16:00:00Z;
LR;consulting;;"Rightside Registry";;"Rightside Registry";2014-06-25T17:00:00Z;2014-07-14T17:00:00Z;
LR;kaufen;;"Rightside Registry";;"Rightside Registry";2014-06-25T17:00:00Z;2014-07-14T17:00:00Z;
GA;wang;;"Zodiac Registry Limited";"Zodiac Holdings Ltd.";ZDNS;2014-06-29T16:00:00Z;2099-12-31T23:59:59Z;
SR;ren;;"Beijing Qianxiang Wangjing Technology Development Co., Ltd.";;ZDNS;2014-06-30T16:00:00Z;2014-08-29T16:00:00Z;
SR;capetown;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-06-30T22:00:00Z;2014-10-01T21:59:00Z;
SR;durban;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-06-30T22:00:00Z;2014-10-01T21:59:00Z;
LR;durban;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-06-30T22:00:00Z;2014-11-03T21:59:00Z;
SR;joburg;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-06-30T22:00:00Z;2014-10-01T21:59:00Z;
LR;joburg;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-06-30T22:00:00Z;2014-11-03T21:59:00Z;
SR;xn--55qx5d;FCFS;"Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）";;"China Internet Network Information Center";2014-07-01T00:00:00Z;2014-07-31T00:00:00Z;
SR;xn--io0a7i;FCFS;"Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）";;"China Internet Network Information Center";2014-07-01T00:00:00Z;2014-07-31T00:00:00Z;
SR;xn--cg4bki;;"SAMSUNG SDS CO., LTD";;"Korea Internet & Security Agency (KISA)";2014-07-01T00:00:00Z;2014-08-30T00:00:00Z;
SR;okinawa;;"BRregistry, Inc.";;"GMO Registry, Inc.";2014-07-01T03:00:00Z;2014-08-30T14:59:00Z;
SR;reise;FCFS;"Foggy Way, LLC";"Donuts Inc.";"Rightside Registry";2014-07-01T09:00:00Z;2014-07-30T09:00:00Z;
SR;bayern;;"Bayern Connect GmbH";"Minds + Machines Group Limited";Nominet;2014-07-01T10:00:00Z;2014-09-02T10:00:00Z;
LR;bayern;;"Bayern Connect GmbH";"Minds + Machines Group Limited";Nominet;2014-07-01T10:00:00Z;2014-09-02T10:00:00Z;
SR;accountants;;"Knob Town, LLC";"Donuts Inc.";"Rightside Registry";2014-07-01T16:00:00Z;2014-08-30T15:59:59Z;
SR;digital;;"Dash Park, LLC";"Donuts Inc.";"Rightside Registry";2014-07-01T16:00:00Z;2014-08-30T15:59:59Z;
SR;finance;;"Cotton Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-07-01T16:00:00Z;2014-08-30T15:59:59Z;
SR;insure;;"Pioneer Willow, LLC";"Donuts Inc.";"Rightside Registry";2014-07-01T16:00:00Z;2014-08-30T15:59:59Z;
GA;fish;;"Fox Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-07-02T16:00:00Z;2099-12-31T23:59:59Z;
GA;report;;"Binky Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-07-02T16:00:00Z;2099-12-31T23:59:59Z;
EA;services;;"Fox Castle, LLC";"Donuts Inc.";"Rightside Registry";2014-07-02T16:00:00Z;2014-07-09T16:00:00Z;
GA;vision;;"Koko Station, LLC";"Donuts Inc.";"Rightside Registry";2014-07-02T16:00:00Z;2099-12-31T23:59:59Z;
SR;republican;;"Rightside Registry";;"Rightside Registry";2014-07-02T17:00:00Z;2014-09-01T17:00:00Z;
OT;bar;"COR SPR";"Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable";;CentralNic;2014-07-03T00:00:00Z;2014-07-31T23:59:00Z;"The purpose of this Sunrise is to allow resident Bar people to register their surnames under the .bar TLD prior to general availability. This is called the “Bar Family Names Sunrise” or locally the “Sanrajz period za registraciju prezimena na .bar domenima”.

This Sunrise is restricted to applicants meeting the strict application and eligibility requirements set forth in this Policy."
LR;xn--ses554g;;"KNET Co., Ltd.";;ZDNS;2014-07-07T00:00:00Z;2014-07-31T00:00:00Z;
GA;gop;;"Republican State Leadership Committee, Inc.";;Nominet;2014-07-07T12:00:00Z;2099-12-31T23:59:59Z;
GA;blackfriday;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-07-08T16:00:00Z;2099-12-31T23:59:59Z;
GA;christmas;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-07-08T16:00:00Z;2099-12-31T23:59:59Z;
SR;church;;"Holly Fileds, LLC";"Donuts Inc.";"Rightside Registry";2014-07-08T16:00:00Z;2014-09-06T15:59:59Z;
SR;guide;;"Snow Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-07-08T16:00:00Z;2014-09-06T15:59:59Z;
SR;life;;"Trixy Oaks, LLC";"Donuts Inc.";"Rightside Registry";2014-07-08T16:00:00Z;2014-09-06T15:59:59Z;
SR;loans;;"June Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-07-08T16:00:00Z;2014-09-06T15:59:59Z;
EA;capital;;"Delta Mill, LLC";"Donuts Inc.";"Rightside Registry";2014-07-09T16:00:00Z;2014-07-16T16:00:00Z;
EA;engineering;;"Romeo Canyon";"Donuts Inc.";"Rightside Registry";2014-07-09T16:00:00Z;2014-07-16T16:00:00Z;
EA;exchange;;"Spring Falls, LLC";"Donuts Inc.";"Rightside Registry";2014-07-09T16:00:00Z;2014-07-16T16:00:00Z;
EA;gripe;;"Corn Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-07-09T16:00:00Z;2014-07-16T16:00:00Z;
GA;services;;"Fox Castle, LLC";"Donuts Inc.";"Rightside Registry";2014-07-09T16:00:00Z;2099-12-31T23:59:59Z;
GA;xn--czru2d;;"Zodiac Aquarius Limited";"Zodiac Holdings Ltd.";ZDNS;2014-07-09T16:00:00Z;2099-12-31T23:59:59Z;
LR;actor;;"Rightside Registry";;"Rightside Registry";2014-07-09T17:00:00Z;2014-07-28T17:00:00Z;
GA;pub;;"Rightside Registry";;"Rightside Registry";2014-07-09T17:00:00Z;2099-12-31T23:59:59Z;
LR;rocks;;"Rightside Registry";;"Rightside Registry";2014-07-09T17:00:00Z;2014-07-28T17:00:00Z;
GA;globo;;"Globo Comunicação e Participações S.A";;NIC.br;2014-07-10T00:00:00Z;2099-12-31T23:59:59Z;
SR;luxe;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-07-10T00:00:00Z;2014-09-10T00:00:00Z;
SR;beer;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-07-10T16:00:00Z;2014-09-10T16:00:00Z;
SR;surf;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-07-10T16:00:00Z;2014-09-10T16:00:00Z;
LR;bio;;"STARTING DOT LIMITED";;"Afilias Limited";2014-07-11T10:00:00Z;2014-08-10T10:00:00Z;
OT;cologne;SPR;"NetCologne Gesellschaft für Telekommunikation mbH";;"Knipp Medien und Kommunikation GmbH";2014-07-14T00:00:00Z;2014-08-12T23:59:00Z;"This period allows (I) the City of Cologne priority registration - as holder of all rights and title in the TLD designation "".cologne"" - or for other public bodies, in particular for the City's subordinate bodies and self regulatory professional organisations and chambers (""Reserved Domain Names"") and (II) (future) Domain Holders priority registration of Domain Names if they can demonstrate a special bond to the City of Cologne."
OT;koeln;SPR;"NetCologne Gesellschaft für Telekommunikation mbH";;"Knipp Medien und Kommunikation GmbH";2014-07-14T00:00:00Z;2014-08-12T23:59:00Z;"This period allows (i) the City of Cologne priority registration - as holder of all rights and title in the TLD designation "".koeln"" - or for other public bodies, in particular for the City's subordinate bodies and self regulatory professional organisations and chambers (""Reserved Domain Names"") and (ii) (future) Domain Holders priority registration of Domain Names if they can demonstrate a special bond to the City of Cologne."
SR;hamburg;FCFS;"Hamburg Top-Level-Domain GmbH";;"TLD-BOX Registrydienstleistungen GmbH";2014-07-14T10:00:00Z;2014-08-13T22:59:00Z;
GA;wien;;"punkt.wien GmbH";;"TLD-BOX Registrydienstleistungen GmbH";2014-07-14T10:00:00Z;2099-12-31T23:59:59Z;
GA;bar;;"Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable";;CentralNic;2014-07-14T12:00:00Z;2099-12-31T23:59:59Z;
GA;rest;;"Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable";;CentralNic;2014-07-14T12:00:00Z;2099-12-31T23:59:59Z;
SR;moscow;FCFS;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-07-15T09:00:00Z;2014-08-30T09:00:00Z;"Domain name registration pursuant to applications from trademark/service mark holders, protected under the Legislation of the Russian Federation. (non-TMCH)"
SR;xn--80adxhks;FCFS;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-07-15T09:00:00Z;2014-08-30T09:00:00Z;"Domain name registration pursuant to applications from trademark/service mark holders, protected under the Legislation of the Russian Federation. (non-TMCH)"
SR;scot;;"Dot Scot Registry Limited";;"CORE Association";2014-07-15T13:00:00Z;2014-09-13T13:00:00Z;
LR;scot;;"Dot Scot Registry Limited";;"CORE Association";2014-07-15T13:00:00Z;2014-09-16T13:00:00Z;
OT;scot;SPR;"Dot Scot Registry Limited";;"CORE Association";2014-07-15T13:00:00Z;2014-09-19T13:00:00Z;"Limited Registration Period to allow legal entities which have a specific vocation in promoting the worldwide Scottish public interest, including Public Administrations with competences in Scotland, to register:

- their own names (including clear variations and/or abbreviations thereof),
- their online services,
- the same domain names registered by them in other TLDs and effectively used, and
- their registered trademarks."
OT;scot;"COR SPR";"Dot Scot Registry Limited";;"CORE Association";2014-07-15T13:00:00Z;2014-09-16T13:00:00Z;"Limited Registration Period to allow legal entities to register:

- Non TMCH-validated trademarks with effect in Scotland:
(i.e. UK trademarks, EU Community trademarks, and WIPO International trademarks with effect in UK) and

- Geographical Indications:
recognized by International or UK legislation."
OT;scot;"COR SPR";"Dot Scot Registry Limited";;"CORE Association";2014-07-15T13:00:00Z;2014-09-16T13:00:00Z;"Limited registration period intended to allow entities with legal seat in Scotland to register:
(i) their registered name and/or trading names (including clear variations and/or abbreviations thereof); and/or 
(ii) the same domain names registered by them in other TLDs and effectively used."
SR;direct;;"Half Trail, LLC";"Donuts Inc.";"Rightside Registry";2014-07-15T16:00:00Z;2014-09-13T16:00:00Z;
SR;place;;"Snow Galley, LLC";"Donuts Inc.";"Rightside Registry";2014-07-15T16:00:00Z;2014-09-13T16:00:00Z;
EA;associates;;"Baxter Hill, LLC";"Donuts Inc.";"Rightside Registry";2014-07-16T16:00:00Z;2014-07-23T16:00:00Z;
GA;capital;;"Delta Mill, LLC";"Donuts Inc.";"Rightside Registry";2014-07-16T16:00:00Z;2099-12-31T23:59:59Z;
GA;engineering;;"Romeo Canyon";"Donuts Inc.";"Rightside Registry";2014-07-16T16:00:00Z;2099-12-31T23:59:59Z;
GA;exchange;;"Spring Falls, LLC";"Donuts Inc.";"Rightside Registry";2014-07-16T16:00:00Z;2099-12-31T23:59:59Z;
GA;gripe;;"Corn Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-07-16T16:00:00Z;2099-12-31T23:59:59Z;
EA;lease;;"Victor Trail, LLC";"Donuts Inc.";"Rightside Registry";2014-07-16T16:00:00Z;2014-07-23T16:00:00Z;
EA;media;;"Grand Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-07-16T16:00:00Z;2014-07-23T16:00:00Z;
EA;pictures;;"Foggy Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-07-16T16:00:00Z;2014-07-23T16:00:00Z;
GA;moda;;"Rightside Registry";;"Rightside Registry";2014-07-16T17:00:00Z;2099-12-31T23:59:59Z;
OT;xn--io0a7i;"FCFS SPR";"Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）";;"China Internet Network Information Center";2014-07-17T00:00:00Z;2014-08-06T00:00:00Z;"The domain name registrant must abide to the provisions of ""Chinese Internet Domain Name Management Regulations”, in order not to violate the Chinese laws and regulations. All domain name registered during Pioneers Period shall be registered through an ICANN-Accredited Registrar and on a first come-first served basis."
SR;saarland;;"dotSaarland GmbH";;"KSregistry GmbH";2014-07-17T10:00:00Z;2014-09-15T10:00:00Z;
SR;hiv;FCFS;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-07-21T16:00:00Z;2014-08-20T16:00:00Z;
SR;meet;;"Charleston Road Registry Inc.";;"Google Inc.";2014-07-22T00:00:00Z;2014-08-21T00:00:00Z;
GA;moe;;"Interlink Co., Ltd.";;"Neustar Inc.";2014-07-22T02:00:00Z;2099-12-31T23:59:59Z;
GA;tokyo;;"GMO Registry, Inc.";;"GMO Registry, Inc.";2014-07-22T03:00:00Z;2099-12-31T23:59:59Z;
GA;voting;;"Valuetainment Corp.";;"TLD-BOX Registrydienstleistungen GmbH";2014-07-22T15:00:00Z;2099-12-31T23:59:59Z;
SR;black;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-07-22T16:00:00Z;2014-08-21T16:00:00Z;
SR;deals;;"Sand Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-07-22T16:00:00Z;2014-09-20T15:59:59Z;
GA;associates;;"Baxter Hill, LLC";"Donuts Inc.";"Rightside Registry";2014-07-23T16:00:00Z;2099-12-31T23:59:59Z;
GA;lease;;"Victor Trail, LLC";"Donuts Inc.";"Rightside Registry";2014-07-23T16:00:00Z;2099-12-31T23:59:59Z;
GA;media;;"Grand Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-07-23T16:00:00Z;2099-12-31T23:59:59Z;
GA;pictures;;"Foggy Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-07-23T16:00:00Z;2099-12-31T23:59:59Z;
EA;reisen;;"New Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-07-23T16:00:00Z;2014-07-30T16:00:00Z;
EA;town;;"Koko Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-07-23T16:00:00Z;2014-07-30T16:00:00Z;
EA;toys;;"Pioneer Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-07-23T16:00:00Z;2014-07-30T16:00:00Z;
EA;university;;"Little Station, LLC";"Donuts Inc.";"Rightside Registry";2014-07-23T16:00:00Z;2014-07-30T16:00:00Z;
GA;consulting;;"Rightside Registry";;"Rightside Registry";2014-07-23T17:00:00Z;2099-12-31T23:59:59Z;
LR;haus;;"Rightside Registry";;"Rightside Registry";2014-07-23T17:00:00Z;2014-08-11T17:00:00Z;
GA;kaufen;;"Rightside Registry";;"Rightside Registry";2014-07-23T17:00:00Z;2099-12-31T23:59:59Z;
SR;soy;;"Charleston Road Registry Inc.";;"Google Inc.";2014-07-24T19:00:00Z;2014-09-24T18:59:59Z;
SR;melbourne;;"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation";;"ARI Registry Services";2014-07-29T00:00:00Z;2014-09-26T23:59:00Z;
OT;melbourne;SPR;"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation";;"ARI Registry Services";2014-07-29T00:00:00Z;2014-09-26T23:59:00Z;"There are two priority launch periods:

• Period 1 – Government Allocation Period
• Period 2 – .au Priority Period

During this time, applications for domain names are limited to certain eligible applicants. To find out if you qualify for the priority launch periods, or if your circumstances are more suited to General Availability, please refer to the Launch Policy."
SR;city;;"Snow Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-07-29T16:00:00Z;2014-09-27T15:59:59Z;
SR;attorney;;"Rightside Registry";;"Rightside Registry";2014-07-29T17:00:00Z;2014-09-27T17:00:00Z;
SR;lawyer;;"Rightside Registry";;"Rightside Registry";2014-07-29T17:00:00Z;2014-09-27T17:00:00Z;
EA;fail;;"Atomic Pipe, LLC";"Donuts Inc.";"Rightside Registry";2014-07-30T16:00:00Z;2014-08-06T16:00:00Z;
EA;financial;;"Just Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-07-30T16:00:00Z;2014-08-06T16:00:00Z;
EA;limited;;"Big Fest, LLC";"Donuts Inc.";"Rightside Registry";2014-07-30T16:00:00Z;2014-08-06T16:00:00Z;
GA;reisen;;"New Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-07-30T16:00:00Z;2099-12-31T23:59:59Z;
GA;town;;"Koko Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-07-30T16:00:00Z;2099-12-31T23:59:59Z;
GA;toys;;"Pioneer Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-07-30T16:00:00Z;2099-12-31T23:59:59Z;
GA;university;;"Little Station, LLC";"Donuts Inc.";"Rightside Registry";2014-07-30T16:00:00Z;2099-12-31T23:59:59Z;
EA;wtf;;"Hidden Way, LLC";"Donuts Inc.";"Rightside Registry";2014-07-30T16:00:00Z;2014-08-06T16:00:00Z;
LR;capetown;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-07-30T22:00:00Z;2014-11-03T21:59:00Z;
OT;xn--55qx5d;"FCFS SPR";"Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）";;"China Internet Network Information Center";2014-07-31T00:00:00Z;2014-08-21T23:59:00Z;"The domain name registrant must abide to the provisions of ""Chinese Internet Domain Name Management Regulations”, in order not to violate the Chinese laws and regulations. All domain name registered during Pioneers Period shall be registered through an ICANN-Accredited Registrar and on a first come-first served basis."
LR;nyc;;"The City of New York by and through the New York City Department of Information Technology & Telecommunications";;"Neustar Inc.";2014-08-04T15:00:00Z;2014-10-03T15:00:00Z;
SR;versicherung;FCFS;"dotversicherung-registry GmbH";;"TLD-BOX Registrydienstleistungen GmbH";2014-08-05T09:00:00Z;2014-09-03T09:00:00Z;
LR;xn--io0a7i;;"Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）";;"China Internet Network Information Center";2014-08-06T00:00:00Z;2014-09-11T23:59:00Z;"Landrush& Auction Period is the third phase of the Top Level Domain “.网络” (xn—io0a7i) for their open registration, and the second subphase of the limited registration. Domain registration in this period will open to global users, prior to General Availability Period. During this period, CNNIC will conduct Claim Service in accordance with ICANN’s mandatory trademark claims process."
GA;reise;;"Foggy Way, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T09:00:00Z;2099-12-31T23:59:59Z;
