Stage;TLD;Flags;Registry;"Registry Group";Backend;Start;End;Description
EA;love;;"Merchant Law Group LLP";;CentralNic;2015-07-07T14:00:00Z;2015-07-17T13:59:00Z;
EA;cafe;;"Pioneer Canyon, LLC";"Donuts Inc.";"Rightside Registry";2015-07-08T16:00:00Z;2015-07-15T15:59:59Z;
EA;express;;"Sea Sunset, LLC";"Donuts Inc.";"Rightside Registry";2015-07-08T16:00:00Z;2015-07-15T15:59:59Z;
GA;gold;;"June Edge, LLC";"Donuts Inc.";"Rightside Registry";2015-07-08T16:00:00Z;2099-12-31T23:59:59Z;
GA;golf;;"Lone falls, LLC";"Donuts Inc.";"Rightside Registry";2015-07-08T16:00:00Z;2099-12-31T23:59:59Z;
GA;plus;;"Sugar Mill, LLC";"Donuts Inc.";"Rightside Registry";2015-07-08T16:00:00Z;2099-12-31T23:59:59Z;
EA;site;;"DotSite Inc.";"Radix FZC";CentralNic;2015-07-08T16:00:00Z;2015-07-14T16:00:00Z;
GA;tours;;"Sugar Station, LLC";"Donuts Inc.";"Rightside Registry";2015-07-08T16:00:00Z;2099-12-31T23:59:59Z;
EA;news;;"Rightside Registry";;"Rightside Registry";2015-07-08T17:00:00Z;2015-07-15T17:00:00Z;
SR;men;;"Exclusive Registry Limited";"Famous Four Media Ltd.";"ARI Registry Services";2015-07-09T15:00:00Z;2015-09-07T15:00:00Z;
SR;tickets;FCFS;"Accent Media Limited";;CentralNic;2015-07-13T14:00:00Z;2015-09-11T13:59:59Z;
SR;courses;;"Open Universities Australia Pty LTD";;"ARI Registry Services";2015-07-15T00:00:00Z;2015-09-13T23:59:59Z;
GA;cafe;;"Pioneer Canyon, LLC";"Donuts Inc.";"Rightside Registry";2015-07-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;express;;"Sea Sunset, LLC";"Donuts Inc.";"Rightside Registry";2015-07-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;site;;"DotSite Inc.";"Radix FZC";CentralNic;2015-07-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;news;;"Rightside Registry";;"Rightside Registry";2015-07-15T17:00:00Z;2099-12-31T23:59:59Z;
GA;love;;"Merchant Law Group LLP";;CentralNic;2015-07-17T14:00:00Z;2099-12-31T23:59:59Z;
SR;miami;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2015-07-20T16:00:00Z;2015-09-18T16:00:00Z;
GA;erni;;"ERNI Group Holding AG";;"CORE Association";2015-07-21T00:00:00Z;2099-12-31T23:59:59Z;
SR;lotto;"FCFS SPR";"Afilias Limited";"Afilias Limited";"Afilias Limited";2015-07-22T15:00:00Z;2015-08-21T15:00:00Z;
EA;jewelry;;"Wild Bloom, LLC";"Donuts Inc.";"Rightside Registry";2015-07-22T16:00:00Z;2015-07-29T15:59:59Z;
EA;show;;"Snow Beach, LLC";"Donuts Inc.";"Rightside Registry";2015-07-22T16:00:00Z;2015-07-29T15:59:59Z;
EA;team;;"Atomic Lake, LLC";"Donuts Inc.";"Rightside Registry";2015-07-22T16:00:00Z;2015-07-29T15:59:59Z;
SR;jprs;;"Japan Registry Services Co., Ltd.";;"Japan Registry Services Co., Ltd.";2015-07-23T00:00:00Z;2015-09-22T00:00:00Z;
SR;sakura;;"SAKURA Internet Inc.";;"Japan Registry Services Co., Ltd.";2015-07-23T00:00:00Z;2015-09-22T00:00:00Z;
LR;taipei;;"Taipei City Government";;"Neustar Inc.";2015-07-23T14:00:00Z;2015-09-02T01:00:00Z;
GA;jewelry;;"Wild Bloom, LLC";"Donuts Inc.";"Rightside Registry";2015-07-29T16:00:00Z;2099-12-31T23:59:59Z;
GA;show;;"Snow Beach, LLC";"Donuts Inc.";"Rightside Registry";2015-07-29T16:00:00Z;2099-12-31T23:59:59Z;
GA;team;;"Atomic Lake, LLC";"Donuts Inc.";"Rightside Registry";2015-07-29T16:00:00Z;2099-12-31T23:59:59Z;
EA;tech;;"Dot Tech LLC";"Radix FZC";CentralNic;2015-07-29T16:00:00Z;2015-08-05T16:00:00Z;
SR;abogado;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2015-07-30T16:00:00Z;2015-09-28T16:00:00Z;
SR;law;;"Minds + Machines Group Limited";"Minds + Machines Group Limited";Nominet;2015-07-30T16:00:00Z;2015-09-28T16:00:00Z;
GA;lat;;"ECOM-LAC Federaciòn de Latinoamèrica y el Caribe para Internet y el Comercio Electrònico";;"Network Information Center México S.C.";2015-08-01T05:00:00Z;2099-12-31T23:59:59Z;
SR;shriram;FCFS;"Shriram Capital Ltd.";;"Afilias Limited";2015-08-03T00:00:00Z;2015-09-02T00:00:00Z;
SR;corsica;;"Collectivité Territoriale de Corse";;AFNIC;2015-08-03T13:00:00Z;2015-10-06T13:00:00Z;
SR;rent;FCFS;"XYZ.COM LLC";;CentralNic;2015-08-03T14:00:00Z;2015-09-17T10:00:00Z;
SR;film;;"Motion Picture Domain Registry Pty Ltd";;"ARI Registry Services";2015-08-04T16:00:00Z;2015-10-03T16:00:00Z;
LR;film;;"Motion Picture Domain Registry Pty Ltd";;"ARI Registry Services";2015-08-04T16:00:00Z;2015-10-06T16:00:00Z;
SR;krd;;"KRG Department of Information Technology";;"ARI Registry Services";2015-08-05T00:00:00Z;2015-10-04T23:59:59Z;
GA;accountant;;"dot Accountant Limited";"Famous Four Media Ltd.";"Neustar Inc.";2015-08-05T15:00:00Z;2099-12-31T23:59:59Z;
GA;download;;"dot Support Limited";"Famous Four Media Ltd.";"Neustar Inc.";2015-08-05T15:00:00Z;2099-12-31T23:59:59Z;
GA;loan;;"dot Loan Limited";"Famous Four Media Ltd.";"Neustar Inc.";2015-08-05T15:00:00Z;2099-12-31T23:59:59Z;
GA;racing;;"Premier Registry Limited";"Famous Four Media Ltd.";"Neustar Inc.";2015-08-05T15:00:00Z;2099-12-31T23:59:59Z;
GA;win;;"First Registry Limited";"Famous Four Media Ltd.";"Neustar Inc.";2015-08-05T15:00:00Z;2099-12-31T23:59:59Z;
GA;tech;;"Dot Tech LLC";"Radix FZC";CentralNic;2015-08-05T16:00:00Z;2099-12-31T23:59:59Z;
SR;xin;FCFS;"Elegant Leader Limited";;"Afilias Limited";2015-08-06T05:00:00Z;2015-09-05T05:00:00Z;
GA;lol;;"Uniregistry, Corp.";;"Uniregistry Inc.";2015-08-11T16:00:00Z;2099-12-31T23:59:59Z;
SR;study;;"Open Universities Australia Pty LTD";;"ARI Registry Services";2015-08-11T16:00:00Z;2015-10-10T16:00:00Z;
EA;dog;;"Koko Mill, LLC";"Donuts Inc.";"Rightside Registry";2015-08-12T16:00:00Z;2015-08-19T15:59:59Z;
EA;hockey;;"Half Willow, LLC";"Donuts Inc.";"Rightside Registry";2015-08-12T16:00:00Z;2015-08-19T15:59:59Z;
EA;run;;"Snow Park, LLC";"Donuts Inc.";"Rightside Registry";2015-08-12T16:00:00Z;2015-08-19T15:59:59Z;
EA;taxi;;"Pine Falls, LLC";"Donuts Inc.";"Rightside Registry";2015-08-12T16:00:00Z;2015-08-19T15:59:59Z;
EA;theater;;"Blue Tigers, LLC";"Donuts Inc.";"Rightside Registry";2015-08-12T16:00:00Z;2015-08-19T15:59:59Z;
SR;live;;"Rightside Registry";;"Rightside Registry";2015-08-18T17:00:00Z;2015-10-17T17:00:00Z;
SR;studio;;"Rightside Registry";;"Rightside Registry";2015-08-18T17:00:00Z;2015-10-17T17:00:00Z;
EA;coupons;;"Black Island, LLC";"Donuts Inc.";"Rightside Registry";2015-08-19T16:00:00Z;2015-08-26T15:59:59Z;
GA;dog;;"Koko Mill, LLC";"Donuts Inc.";"Rightside Registry";2015-08-19T16:00:00Z;2099-12-31T23:59:59Z;
GA;hockey;;"Half Willow, LLC";"Donuts Inc.";"Rightside Registry";2015-08-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;movie;;"New Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2015-08-19T16:00:00Z;2015-08-26T15:59:59Z;
GA;run;;"Snow Park, LLC";"Donuts Inc.";"Rightside Registry";2015-08-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;soccer;;"Foggy Shadow, LLC";"Donuts Inc.";"Rightside Registry";2015-08-19T16:00:00Z;2015-08-26T15:59:59Z;
GA;taxi;;"Pine Falls, LLC";"Donuts Inc.";"Rightside Registry";2015-08-19T16:00:00Z;2099-12-31T23:59:59Z;
GA;theater;;"Blue Tigers, LLC";"Donuts Inc.";"Rightside Registry";2015-08-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;online;;"DotOnline Inc.";"Radix FZC";CentralNic;2015-08-19T18:00:00Z;2015-08-26T18:00:00Z;
LR;lotto;SPR;"Afilias Limited";"Afilias Limited";"Afilias Limited";2015-08-24T15:00:00Z;2015-09-03T15:00:00Z;
GA;coupons;;"Black Island, LLC";"Donuts Inc.";"Rightside Registry";2015-08-26T16:00:00Z;2099-12-31T23:59:59Z;
EA;fyi;;"Silver Tigers, LLC";"Donuts Inc.";"Rightside Registry";2015-08-26T16:00:00Z;2015-09-02T15:59:59Z;
EA;mba;;"Lone Hollow, LLC";"Donuts Inc.";"Rightside Registry";2015-08-26T16:00:00Z;2015-09-02T15:59:59Z;
GA;movie;;"New Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2015-08-26T16:00:00Z;2099-12-31T23:59:59Z;
GA;online;;"DotOnline Inc.";"Radix FZC";CentralNic;2015-08-26T16:00:00Z;2099-12-31T23:59:59Z;
GA;soccer;;"Foggy Shadow, LLC";"Donuts Inc.";"Rightside Registry";2015-08-26T16:00:00Z;2099-12-31T23:59:59Z;
SR;gdn;;"Joint Stock Company ""Navigation-information systems""";;"GDN Registry FZ LLC";2015-08-31T00:00:00Z;2015-11-28T00:00:00Z;
SR;xn--hxt814e;FCFS;"Zodiac Libra Limited";"Zodiac Holdings Ltd.";ZDNS;2015-09-01T00:00:00Z;2015-10-09T00:00:00Z;
GA;amsterdam;;"Gemeente Amsterdam";;"SIDN (Stichting Internet Domeinregistratie Nederland)";2015-09-01T11:00:00Z;2099-12-31T23:59:59Z;
SR;sex;FCFS;"ICM Registry LLC";"ICM Registry LLC.";"Afilias Limited";2015-09-01T16:00:00Z;2015-10-01T16:00:00Z;
GA;fans;;"Asiamix Digital Limited";;CentralNic;2015-09-02T14:00:00Z;2099-12-31T23:59:59Z;
GA;fyi;;"Silver Tigers, LLC";"Donuts Inc.";"Rightside Registry";2015-09-02T16:00:00Z;2099-12-31T23:59:59Z;
GA;mba;;"Lone Hollow, LLC";"Donuts Inc.";"Rightside Registry";2015-09-02T16:00:00Z;2099-12-31T23:59:59Z;
SR;xn--p1acf;FCFS;"Rusnames Limited";;"CoCCA Registry Services (NZ) Limited";2015-09-02T21:00:00Z;2015-10-05T20:59:00Z;
SR;allfinanz;;"Allfinanz Deutsche Vermögensberatung Aktiengesellschaft";"Deutsche Vermögensberatung AG";"KSregistry GmbH";2015-09-07T00:00:00Z;2015-11-06T23:59:59Z;
GA;dvag;;"Deutsche Vermögensberatung Aktiengesellschaft DVAG";"Deutsche Vermögensberatung AG";"KSregistry GmbH";2015-09-07T00:00:00Z;2099-12-31T23:59:59Z;
SR;pohl;;"Deutsche Vermögensberatung Aktiengesellschaft DVAG";"Deutsche Vermögensberatung AG";"KSregistry GmbH";2015-09-07T00:00:00Z;2015-11-06T23:59:59Z;
SR;swiss;;"Swiss Confederation";;"CORE Association";2015-09-07T13:00:00Z;2015-11-09T13:00:00Z;
LR;swiss;CO;"Swiss Confederation";;"CORE Association";2015-09-07T13:00:00Z;2015-11-09T13:00:00Z;
GA;ski;;"STARTING DOT LIMITED";;"Afilias Limited";2015-09-08T10:00:00Z;2099-12-31T23:59:59Z;
GA;lotto;SPR;"Afilias Limited";"Afilias Limited";"Afilias Limited";2015-09-08T15:00:00Z;2099-12-31T23:59:59Z;
GA;taipei;;"Taipei City Government";;"Neustar Inc.";2015-09-09T02:00:00Z;2099-12-31T23:59:59Z;
LR;xin;;"Elegant Leader Limited";;"Afilias Limited";2015-09-09T05:00:00Z;2015-10-20T04:59:00Z;
EA;tickets;;"Accent Media Limited";;CentralNic;2015-09-14T14:00:00Z;2015-09-21T13:59:00Z;
GA;men;;"Exclusive Registry Limited";"Famous Four Media Ltd.";"ARI Registry Services";2015-09-16T15:00:00Z;2099-12-31T23:59:59Z;
LR;rent;;"XYZ.COM LLC";;CentralNic;2015-09-17T14:00:00Z;2015-09-24T14:00:00Z;
GA;rio;;"Empresa Municipal de Informática SA - IPLANRIO";;NIC.br;2015-09-17T20:00:00Z;2099-12-31T23:59:59Z;
GA;tickets;;"Accent Media Limited";;CentralNic;2015-09-21T14:00:00Z;2099-12-31T23:59:59Z;
SR;xn--nyqy26a;FCFS;"Stable Tone Limited";;"Neustar Inc.";2015-09-22T14:00:00Z;2015-10-22T15:00:00Z;
SR;srl;FCFS;"InterNetX Corp.";;"Afilias Limited";2015-09-22T15:00:00Z;2015-10-22T14:59:59Z;
GA;courses;;"Open Universities Australia Pty LTD";;"ARI Registry Services";2015-09-23T16:00:00Z;2099-12-31T23:59:59Z;
SR;earth;FCFS;"Interlink Co., Ltd.";;"Neustar Inc.";2015-09-23T16:00:00Z;2015-11-17T16:00:00Z;
GA;rent;;"XYZ.COM LLC";;CentralNic;2015-09-24T14:00:00Z;2099-12-31T23:59:59Z;
GA;college;;"XYZ.COM LLC";;CentralNic;2015-09-29T14:00:00Z;2099-12-31T23:59:59Z;
OT;homes;SPR;"DERHomes, LLC";"Dominion Enterprises";"Afilias Limited";2015-09-30T00:00:00Z;2016-05-06T00:00:00Z;"DERHomes, LCC will accept proposals from prospective Pioneers, and select from these submissions a limited number of Pioneers (no more than 100) based on
their commitment to promote and build awareness around the .HOMES TLD. All Rights Protection Mechanism terms will apply to domain names registered by
DERHomes, LLC Pioneers during this Period."
SR;kyoto;FCFS;"Academic Institution: Kyoto Jyoho Gakuen";;"GMO Registry, Inc.";2015-10-01T03:00:00Z;2015-11-30T14:49:00Z;
GA;miami;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2015-10-02T16:00:00Z;2099-12-31T23:59:59Z;
EA;sex;FCFS;"ICM Registry LLC";"ICM Registry LLC.";"Afilias Limited";2015-10-05T00:00:00Z;2015-10-30T00:00:00Z;
GA;film;;"Motion Picture Domain Registry Pty Ltd";;"ARI Registry Services";2015-10-06T16:00:00Z;2099-12-31T23:59:59Z;
LR;xn--p1acf;;"Rusnames Limited";;"CoCCA Registry Services (NZ) Limited";2015-10-06T21:00:00Z;2015-11-05T21:00:00Z;"During the 1 (First) LRP, the right for priority registration is given to owners of trademarks that
are effective at the time of application submission and:
• Protected by statute or treaty in the Russian Federation (registered under national procedure
in the Russian Federation or protected under international procedure in the Russian
Federation); and
• Their registration term will not expire for at least one year from the start date of the second
stage of Priority registration;
• Registered for such goods, products and/or services (classes of Nice Classification) that are
not forbidden or restricted for advertising in the Russian Federation."
LR;krd;;"KRG Department of Information Technology";;"ARI Registry Services";2015-10-07T00:00:00Z;2016-02-12T23:59:59Z;
SR;cfd;FCFS;"DOTCFD REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-10-08T00:00:00Z;2015-11-08T23:59:59Z;
SR;spreadbetting;FCFS;"DOTSPREADBETTING REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-10-08T00:00:00Z;2015-11-08T23:59:59Z;
SR;trading;FCFS;"DOTTRADING REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-10-08T00:00:00Z;2015-11-08T23:59:59Z;
OT;corsica;"CTR SPR";"Collectivité Territoriale de Corse";;AFNIC;2015-10-08T13:00:00Z;2015-11-25T13:00:00Z;"This period is open to : 
• the Public Administrations: communes, communities of communes, community of cities, french EPCI, international, national, regional, local and municipal and government services; public bodies or entities under French law (agencies, consortia, commissions and other administrative services) of the Region Corsica, or competent in the territory; 
• the 1901 Law Associations established in Corsica (departments 2A and 2B). 
 
The applicant of a Public Administration or Association may register as Domain Name: 
•    The official name / administrative organization, 
•    The use name of the organization, 
•    The names of public services or products, 
•    The names of brands under control, 
•    The name of the events it produces or brokers, 
•    The name of a program it administers, 
•    Corsicans Geographical names (county, townships, neighborhoods, streets, notable places, etc.) 
•    The names of monuments, symbols, 
•    The variants, variations and abbreviations recognized previously mentioned names. 

The following nomenclature should be respected: 
•    For common names: nom.corsica 
•    For communities of municipalities: cc-­‐name.corsica 
•    For communities of « agglomeration »: agglo-­‐name.corsica 

Requests for names registered by la Collectivité Territoriale de Corse will have priority over those submitted by other Public Authorities."
OT;corsica;"FCFS SPR";"Collectivité Territoriale de Corse";;AFNIC;2015-10-08T13:00:00Z;2015-11-25T13:00:00Z;"Are eligible for registration of a domain name in .corsica all other brands which are not listed on the TMCH. 

Are concerned: 
•    the marks in force in France: 
o French registered trademarks with the INPI, 
o the EU Community Trade Marks filed with the OHIM 
o International brands WIPO in force in France and designating it; 
•    geographical indications and designations of origin subject to a protection and recognized by international treaties, international regulations and / or French law; 
•  company name, trade name, brand, company logo, for organizations located in the 2 Corsican departments (2A Corse du Sud, 2B Haute Corse). 
 
These applications will be accepted and will be processed simultaneously on the basis of date and time of arrival and with no order of priority."
LR;abogado;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2015-10-12T16:00:00Z;2015-10-19T16:00:00Z;
GA;abogado;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2015-10-12T16:00:00Z;2099-12-31T23:59:59Z;
LR;law;;"Minds + Machines Group Limited";"Minds + Machines Group Limited";Nominet;2015-10-12T16:00:00Z;2015-10-19T16:00:00Z;
GA;law;;"Minds + Machines Group Limited";"Minds + Machines Group Limited";Nominet;2015-10-12T16:00:00Z;2099-12-31T23:59:59Z;
GA;xn--hxt814e;;"Zodiac Libra Limited";"Zodiac Holdings Ltd.";ZDNS;2015-10-12T16:00:00Z;2099-12-31T23:59:59Z;
GA;study;;"Open Universities Australia Pty LTD";;"ARI Registry Services";2015-10-14T16:00:00Z;2099-12-31T23:59:59Z;
SR;broker;FCFS;"DOTBROKER REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-10-15T00:00:00Z;2015-11-15T23:59:59Z;
SR;forex;FCFS;"DOTFOREX REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-10-15T00:00:00Z;2015-11-15T23:59:59Z;
SR;xn--45q11c;FCFS;"Zodiac Scorpio Limited";"Zodiac Holdings Ltd.";ZDNS;2015-10-15T00:00:00Z;2015-11-14T15:59:59Z;
GA;xin;;"Elegant Leader Limited";;"Afilias Limited";2015-10-20T05:00:00Z;2099-12-31T23:59:59Z;
SR;feedback;;"Top Level Spectrum, Inc.";;CentralNic;2015-10-20T11:00:00Z;2016-01-06T11:00:00Z;
LR;live;;"Rightside Registry";;"Rightside Registry";2015-10-21T17:00:00Z;2015-10-28T17:00:00Z;
LR;studio;;"Rightside Registry";;"Rightside Registry";2015-10-21T17:00:00Z;2015-10-28T17:00:00Z;
GA;srl;;"InterNetX Corp.";;"Afilias Limited";2015-10-26T15:00:00Z;2099-12-31T23:59:59Z;
GA;xn--nyqy26a;;"Stable Tone Limited";;"Neustar Inc.";2015-10-27T14:00:00Z;2099-12-31T23:59:59Z;
GA;live;;"Rightside Registry";;"Rightside Registry";2015-10-28T17:00:00Z;2099-12-31T23:59:59Z;
GA;studio;;"Rightside Registry";;"Rightside Registry";2015-10-28T17:00:00Z;2099-12-31T23:59:59Z;
SR;office;FCFS;"Microsoft Corporation";;"Neustar Inc.";2015-11-04T00:00:00Z;2016-01-06T23:59:59Z;
GA;sex;;"ICM Registry LLC";"ICM Registry LLC.";"Afilias Limited";2015-11-04T16:00:00Z;2099-12-31T23:59:59Z;
GA;allfinanz;;"Allfinanz Deutsche Vermögensberatung Aktiengesellschaft";"Deutsche Vermögensberatung AG";"KSregistry GmbH";2015-11-09T00:00:00Z;2099-12-31T23:59:59Z;
GA;cfd;;"DOTCFD REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-11-09T00:00:00Z;2099-12-31T23:59:59Z;
GA;pohl;;"Deutsche Vermögensberatung Aktiengesellschaft DVAG";"Deutsche Vermögensberatung AG";"KSregistry GmbH";2015-11-09T00:00:00Z;2099-12-31T23:59:59Z;
GA;spreadbetting;;"DOTSPREADBETTING REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-11-09T00:00:00Z;2099-12-31T23:59:59Z;
GA;trading;;"DOTTRADING REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-11-09T00:00:00Z;2099-12-31T23:59:59Z;
SR;family;;"Rightside Registry";;"Rightside Registry";2015-11-10T17:00:00Z;2016-01-09T17:00:00Z;
OT;xn--p1acf;SPR;"Rusnames Limited";;"CoCCA Registry Services (NZ) Limited";2015-11-10T21:00:00Z;2015-12-10T21:00:00Z;"During the 2 (Second) LRP, the right for priority registration is given to:
• Exclusive owners of trade names;
• Exclusive owners for geographical indications of goods origin;
• Founders of the mass media registered under the procedure specified in the laws effective in
the Russian Federation."
GA;broker;;"DOTBROKER REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-11-16T00:00:00Z;2099-12-31T23:59:59Z;
GA;forex;;"DOTFOREX REGISTRY LTD";"Boston Ivy";"Verisign, Inc.";2015-11-16T00:00:00Z;2099-12-31T23:59:59Z;
SR;cloud;;"ARUBA S.p.A.";;"ARI Registry Services";2015-11-16T15:00:00Z;2016-01-15T14:49:00Z;
SR;reit;FCFS;"National Association of Real Estate Investment Trusts, Inc.";;CentralNic;2015-11-17T14:00:00Z;2015-12-20T13:59:59Z;
SR;vin;;"Holly Shadow, LLC";"Donuts Inc.";"Rightside Registry";2015-11-17T16:00:00Z;2016-01-16T15:59:00Z;
SR;wine;;"June Station, LLC";"Donuts Inc.";"Rightside Registry";2015-11-17T16:00:00Z;2016-01-16T15:59:00Z;
GA;xn--45q11c;;"Zodiac Scorpio Limited";"Zodiac Holdings Ltd.";ZDNS;2015-11-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;earth;;"Interlink Co., Ltd.";;"Neustar Inc.";2015-11-19T16:00:00Z;2099-12-31T23:59:59Z;
LR;corsica;;"Collectivité Territoriale de Corse";;AFNIC;2015-11-30T13:00:00Z;2016-01-15T13:00:00Z;
SR;yachts;;"DERYachts, LLC";"Dominion Enterprises";"Afilias Limited";2015-12-02T16:00:00Z;2016-01-31T16:00:00Z;
SR;boats;;"DERBoats, LLC";"Dominion Enterprises";"Afilias Limited";2015-12-03T16:00:00Z;2016-02-01T16:00:00Z;
LR;gdn;;"Joint Stock Company ""Navigation-information systems""";;"GDN Registry FZ LLC";2015-12-07T00:00:00Z;2016-03-05T23:59:59Z;
SR;xn--tckwe;FCFS;"VeriSign Sarl";;"Verisign, Inc.";2015-12-09T00:00:00Z;2016-03-14T23:59:59Z;
SR;auto;;"Uniregistry, Corp.";;"Uniregistry Inc.";2015-12-09T16:00:00Z;2016-01-12T16:00:00Z;
SR;car;;"Cars Registry Limited";;"Uniregistry Inc.";2015-12-09T16:00:00Z;2016-01-12T16:00:00Z;
SR;cars;FCFS;"Uniregistry, Corp.";;"Uniregistry Inc.";2015-12-09T16:00:00Z;2016-01-12T16:00:00Z;
OT;xn--p1acf;SPR;"Rusnames Limited";;"CoCCA Registry Services (NZ) Limited";2015-12-13T21:00:00Z;2016-01-14T21:00:00Z;"During the 3 (Third) LRP, the right for priority registration is given to:
• Public Authorities, governmental and non­governmental public administration bodies, local
self­governance bodies, government institutions and non­profit organizations whose purpose
and objectives are in compliance with the mission or values of the TLD.РУС."
SR;theatre;FCFS;"XYZ.COM LLC";;CentralNic;2015-12-14T14:00:00Z;2016-01-19T13:59:00Z;
SR;lasalle;FCFS;"Jones Lang LaSalle Incorporated";;"Afilias Limited";2015-12-14T16:00:00Z;2016-01-14T16:00:00Z;
OT;kyoto;"FCFS SR CTR";"Academic Institution: Kyoto Jyoho Gakuen";;"GMO Registry, Inc.";2015-12-15T03:00:00Z;2015-12-25T14:59:00Z;"Sunrise II is a priority registration phase for local government, public institutions and trademark holders whose marks are not registered or not eligible to be registered in the TMCH and marks that are registered in the TMCH but generate no valid labels. Holders of trademarks in non-ASCII scripts, regional collective marks and other rights holders are also eligible to apply during this phase.
Where there are multiple applications for the same domain, priority will be given first to applications from local government and public institutions. Multiple applications for the same domain thereafter will result in an auction.
Eligible qualifications for this phase include, but are not limited to:
* Nationally or regionally registered trademarks;
* Court-validated marks; and Marks protected by statute or treaty
* Regional collective marks
* Business or organisation registration certificates
* No supporting documentation is required on submission of an application, however the registry may require such documents to be submitted, eg a trademark certificate. Validation may take up to 10 days from the date of an application and no domains will be allocated prior to completion of the validation process.
Domain names must be an identical match to the trademark (or other eligible qualification):
* Where non-ASCII characters are contained in the mark, it is possible to apply for domains that are an ASCII transliteration.
* Where both ASCII and non-ASCII characters are contained in the mark, it is possible to apply for domains containing all textual elements of the trademark (or other eligible qualification) with non-ASCII transliterated into ASCII characters.
* Where a trademark certificate includes representations of the same mark in multiple scripts, the corresponding domain may be registered in ASCII characters.
* Where a trademark contains one or more hyphens, these may be omitted, provided that the domain meaning is not altered.
* Company or organisation identifiers (eg INC, KK, etc) may be omitted.
* Trademarks registered in Japanese characters may be transliterated in accordance with Japanese government or global (ISO3602) standards or other generally accepted systems such as the Hepburn system.
* Trademarks registered in scripts containing diacritical marks, such as the German umlaut or Spanish tilde, may be registered in ASCII characters with marks omitted or using conventionally accepted spelling (eg “ae”, etc).
* Domains may be registered for 1 year during the Sunrise II Phase."
SR;protection;FCFS;"XYZ.COM LLC";;CentralNic;2015-12-17T14:00:00Z;2016-01-19T13:59:00Z;
SR;security;FCFS;"XYZ.COM LLC";;CentralNic;2015-12-17T14:00:00Z;2016-01-19T13:59:00Z;
GA;reit;;"National Association of Real Estate Investment Trusts, Inc.";;CentralNic;2015-12-21T14:00:00Z;2099-12-31T23:59:59Z;
SR;hoteles;;"Travel Reservations SRL";;"Neustar Inc.";2015-12-22T16:00:00Z;2016-03-01T16:00:00Z;
LR;kyoto;;"Academic Institution: Kyoto Jyoho Gakuen";;"GMO Registry, Inc.";2016-01-04T03:00:00Z;2016-02-03T14:59:00Z;
SR;bet;FCFS;"Afilias plc";"Afilias Limited";"Afilias Limited";2016-01-05T16:00:00Z;2016-02-04T16:00:00Z;
EA;feedback;;"Top Level Spectrum, Inc.";;CentralNic;2016-01-06T14:00:00Z;2016-01-18T14:00:00Z;
SR;bible;FCFS;"American Bible Society";;"Neustar Inc.";2016-01-06T15:00:00Z;2016-02-05T16:00:00Z;
GA;office;;"Microsoft Corporation";;"Neustar Inc.";2016-01-11T00:00:00Z;2099-12-31T23:59:59Z;
GA;swiss;COR;"Swiss Confederation";;"CORE Association";2016-01-11T13:00:00Z;2099-12-31T23:59:59Z;
SR;barcelona;;"Municipi de Barcelona";;"CORE Association";2016-01-12T12:00:00Z;2016-03-15T12:00:00Z;
LR;barcelona;;"Municipi de Barcelona";;"CORE Association";2016-01-12T12:00:00Z;2016-03-15T12:00:00Z;
EA;auto;;"Uniregistry, Corp.";;"Uniregistry Inc.";2016-01-12T16:00:00Z;2016-01-20T16:00:00Z;
EA;car;;"Cars Registry Limited";;"Uniregistry Inc.";2016-01-12T16:00:00Z;2016-01-20T16:00:00Z;
EA;cars;;"Uniregistry, Corp.";;"Uniregistry Inc.";2016-01-12T16:00:00Z;2016-01-20T16:00:00Z;
EA;family;;"Rightside Registry";;"Rightside Registry";2016-01-13T17:00:00Z;2016-01-19T17:00:00Z;
