name,repository
purolator-web-services,https://github.com/brewski/purolator-web-services
sensu-plugins-erlang,https://github.com/sensu-plugins/sensu-plugins-erlang
sensu-plugins-etcd,https://github.com/sensu-plugins/sensu-plugins-etcd
fpm-dockery,https://github.com/andytinycat/fpm-dockery
amanuensis,https://github.com/alaibe/amanuensis
mysql_big_table_migration,https://github.com/MakeYourLaws/mysql_big_table_migration
null_question,https://github.com/janlelis/null_question
serverkit-homebrew,https://github.com/serverkit/serverkit-homebrew
exists,https://github.com/janlelis/exists
api_sketch,https://github.com/suhovius/api_sketch
vagrant-multiplug,https://github.com/r7kamura/vagrant-multiplug
embulk-input-remote,https://github.com/kamatama41/embulk-input-remote
lita-hangout,https://github.com/brodock/lita-hangout
sslkeylog,https://github.com/Sharpie/sslkeylog
bookingsync_portal,https://github.com/BookingSync/bookingsync_portal
novaposhta2,https://github.com/kukareka/novaposhta2
moran,https://github.com/darinwilson/moran
asyncapi-server,https://github.com/G5/asyncapi-server
wepay-signer,https://github.com/wepay/signer-ruby
activerecord-mysql-sql-cache,https://github.com/mirakui/activerecord-mysql-sql-cache
stateless_module,https://github.com/jwhiteman/stateless_module
rails-menu-manager,https://github.com/ydkn/rails-menu-manager
sitediff,https://github.com/evolvingweb/sitediff
ups,https://github.com/ptrippett/ups
simple_form_attachments,https://github.com/tomasc/simple_form_attachments
pansophy,https://github.com/sealink/pansophy
jtbuilder,https://github.com/rails/jbuilder
lex,https://github.com/piotrmurach/lex
alexandria-book-collection-manager,https://github.com/mvz/alexandria-book-collection-manager
octopress-littlefoot,https://github.com/octopress/littlefoot
ruby-boolean,https://github.com/yez/ruby-boolean
sensu-plugins-influxdb,https://github.com/sensu-plugins/sensu-plugins-influxdb
govuk-dummy_content_store,https://github.com/alphagov/govuk-dummy_content_store
embulk-input-ftp,https://github.com/embulk/embulk-input-ftp
cliqr,https://github.com/anshulverma/cliqr
buildkit,https://github.com/Shopify/buildkit
hooch,https://github.com/edraut/hooch
togls,https://github.com/uptech/togls
ruby-spark,https://github.com/ondra-m/ruby-spark
sensu-plugins-riak,https://github.com/sensu-plugins/sensu-plugins-riak
flexible_enum,https://github.com/meyouhealth/flexible_enum
vagrant-mosh,https://github.com/p0deje/vagrant-mosh
yml_builder,https://github.com/StanZhuravlev/yml_builder
ssdb-attr,https://github.com/larryzhao/ssdb-attr
sequel-pg_advisory_locking,https://github.com/celsworth/sequel-pg_advisory_locking
sist02-cli,https://github.com/himkt/sist02-cli
devenv_build,https://github.com/ebobby/devenv_build
qooxview,https://github.com/ineiti/QooxView
mantle,https://github.com/PipelineDeals/mantle
arproxy-plugin-mysql_casual_log,https://github.com/winebarrel/arproxy-plugin-mysql_casual_log
bdd,https://github.com/thejamespinto/bdd
gherkin_format,https://github.com/funkwerk/gherkin_format
persistent_hash,https://github.com/alexdean/persistent_hash
aws-sdk-enhanced,https://github.com/daws/aws-sdk-enhanced
spine-routing,https://github.com/rspine/routing
guard-shoryuken,https://github.com/esebastian/guard-shoryuken
sensu-plugins-sensu-plugins-ntp,https://github.com/sensu-plugins/sensu-plugins-ntp
sensu-plugins-twilio,https://github.com/sensu-plugins/sensu-plugins-twilio
vagrant-winrm-syncedfolders,https://github.com/Cimpress-MCP/vagrant-winrm-syncedfolders
sensu-plugins-filesystem-checks,https://github.com/sensu-plugins/sensu-plugins-filesystem-checks
sensu-plugins-php-fpm,https://github.com/sensu-plugins/sensu-plugins-php-fpm
informator,https://github.com/nepalez/informator
omniauth-office365,https://github.com/simi/omniauth-office365
spine-actions,https://github.com/rspine/actions
big_brother_pr,https://github.com/jonahoffline/big_brother_pr
ds-ci_reporter_test_unit,https://github.com/DanielSe/ci_reporter_test_unit
spine-engines,https://github.com/rspine/engines
guard-karma,https://github.com/lesniakania/guard-karma
PipedrivePUT,https://github.com/jakepens71/RailsPipedriveGem
kitchen-cloudformation,https://github.com/neillturner/kitchen-cloudformation
lita-cmd,https://github.com/dfinninger/lita-cmd
dawg,https://github.com/baltavay/dawg
atspi_app_driver,https://github.com/mvz/atspi_app_driver
morphy,https://github.com/baltavay/morphy
active-pstore,https://github.com/koic/active_pstore
cinebase,https://github.com/andycroll/cinebase
bet,https://github.com/mikecmpbll/bet
sensu-plugins-snmp,https://github.com/sensu-plugins/sensu-plugins-snmp
sensu-plugins-postgres,https://github.com/sensu-plugins/sensu-plugins-postgres
gn_uuid,https://github.com/GlobalNamesArchitecture/gn_uuid
rails_config_validator,https://github.com/u2i/rails_config_validator
simple_hstore_accessor,https://github.com/abak-press/simple_hstore_accessor
logstash-filter-rest,https://github.com/lucashenning/logstash-filter-rest
pco_api,https://github.com/planningcenter/pco_api_ruby
tsudura,https://github.com/onigra/tsudura
pageflow-panorama,https://github.com/codevise/pageflow-panorama
omnifocus-extrabrain,https://github.com/alex-ross/omnifocus-extrabrain
zero_captcha,https://github.com/infosimples/zero_captcha
opal-rspec-formatter,https://github.com/wied03/opal-rspec-formatter
logstash-output-scacsv,https://github.com/IBM-ITOAdev/logstash-output-scacsv
chuck_norris,https://github.com/SpencerCDixon/chuck_norris
cli_tester,https://github.com/cornelius/cli_tester
aho_corasick_matcher,https://github.com/altmetric/aho_corasick_matcher
rack-vcr,https://github.com/miyagawa/rack-vcr
fluent-plugin-cat-sweep,https://github.com/civitaspo/fluent-plugin-cat-sweep
active_pstore,https://github.com/koic/active_pstore
dry_require_spec_helper,https://github.com/koic/dry_require_spec_helper
lita-wolframalpha,https://github.com/simmel/lita-wolframalpha
slimdown,https://github.com/APMG/ruby-slimdown
gnip-client,https://github.com/giovannelli/gnip-client
lita-vkontakte,https://github.com/braiden-vasco/lita-vkontakte
roger_sassc,https://github.com/DigitPaint/roger_sassc
grape-app,https://github.com/bsm/grape-app
assertion,https://github.com/nepalez/assertion
motion-async,https://github.com/darinwilson/motion-async
vertical-timeline-rails,https://github.com/rhannequin/vertical-timeline-rails
catchpoint,https://github.com/venturaville/catchpoint-api
restore_bundled_with,https://github.com/packsaddle/ruby-restore_bundled_with
embulk-output-td,https://github.com/treasure-data/embulk-output-td
embulk-filter-column,https://github.com/sonots/embulk-filter-column
active_merchant-epsilon,https://github.com/pepabo/active_merchant-epsilon
oslo,https://github.com/yaocloud/yao
font-ionicons-rails,https://github.com/ricardoemerson/font-ionicons-rails
gherkin3-pre-alpha,https://github.com/cucumber/gherkin
stdout_outputter,https://github.com/skopciewski/stdout_outputter
system_executor,https://github.com/skopciewski/system_executor
themoviedb-api,https://github.com/18Months/themoviedb-api
command_socksify,https://github.com/tkeo/command_socksify
ragnarson-stylecheck,https://github.com/Ragnarson/ragnarson-stylecheck
hostlist,https://github.com/zanloy/hostlist
active_model_serializers_contrib,https://github.com/G5/active_model_serializers_contrib
solidus_sample,https://github.com/solidusio/solidus
solidus_api,https://github.com/solidusio/solidus
vagrant-vultr,https://github.com/p0deje/vagrant-vultr
linkhum,https://github.com/zverok/linkhum
renogen,https://github.com/DDAZZA/renogen
exec_executor,https://github.com/skopciewski/exec_executor
beeradvocate,https://github.com/gamache/beeradvocate
dkim-query,https://github.com/trailofbits/dkim-query
cordova-rake,https://github.com/nofxx/cordova-rake
uke,https://github.com/janlelis/uke
yes_ship_it,https://github.com/cornelius/yes_ship_it
steam_stats,https://github.com/neonowy/steam-stats
durable_rules,https://github.com/jruizgit/rules
abstract_mapper,https://github.com/nepalez/abstract_mapper
video_url_parser,https://github.com/mkenyon/video_url_parser
sensu-plugins-openvpn,https://github.com/sensu-plugins/sensu-plugins-openvpn
sensu-plugins-pushover,https://github.com/sensu-plugins/sensu-plugins-pushover
paperclip-imgur,https://github.com/dncrht/paperclip-imgur
vagrant-fsnotify-tmp,https://github.com/adrienkohlbecker/vagrant-fsnotify
aptible-billing,https://github.com/aptible/aptible-billing-ruby
minitest-retry,https://github.com/y-yagi/minitest-retry
embulk-input-marketo,https://github.com/treasure-data/embulk-input-marketo
kl-ruby-saml,https://github.com/knightlabs/ruby-saml
embulk-parser-query-string,https://github.com/treasure-data/embulk-parser-query_string
embulk-parser-query_string,https://github.com/treasure-data/embulk-parser-query_string
jt-rails-tokenizable,https://github.com/jonathantribouharet/jt-rails-tokenizable
kitchen-provisioner-local_shell,https://github.com/marcy-terui/kitchen-provisioner-local_shell
xn_devise_ldap_authenticatable,https://github.com/LightMesh/devise_ldap_authenticatable
mixture,https://github.com/medcat/mixture
husl,https://github.com/hsluv/hsluv-ruby
lux,https://github.com/townsen/lux
huanxin,https://github.com/RobotJiang/ruby-for-huanxin
xcmultilingual,https://github.com/morizotter/xcmultilingual
middleman-sitemap-ping,https://github.com/krautcomputing/middleman-sitemap-ping
gastly,https://github.com/mgrachev/gastly
capistrano-figaro,https://github.com/runar/capistrano-figaro
scorpion-ioc,https://github.com/phallguy/scorpion
junoser,https://github.com/codeout/junoser
master_manipulator,https://github.com/puppetlabs/master_manipulator
sensu-plugins-strongswan,https://github.com/sensu-plugins/sensu-plugins-strongswan
sensu-plugins-ngnix,https://github.com/sensu-plugins/sensu-plugins-nginx
janko,https://github.com/matadon/janko
gulp-rails,https://github.com/fnando/gulp-rails
embulk-filter-row,https://github.com/sonots/embulk-filter-row
ohm-geoindex,https://github.com/slowernet/ohm-geoindex
jsonapi-resources-filterer,https://github.com/G5/jsonapi-resources-filterer
mercator,https://github.com/mbergek/mercator
rocketjob_mission_control,https://github.com/rocketjob/rocketjob_mission_control
regulator,https://github.com/coryodaniel/regulator
needleman_wunsch_aligner,https://github.com/jhund/needleman_wunsch_aligner
fibonaccia,https://github.com/RoUS/rubygem-fibonaccia
resque-cluster,https://github.com/yportnoy/resque-cluster
accepts_nested_ids,https://github.com/uberllama/accepts_nested_ids
asciinurse,https://github.com/devnull-tools/asciinurse
sawaal,https://github.com/anshulverma/sawaal
has_states,https://github.com/markbates/has_states
cbr_currency,https://github.com/rambler-digital-solutions/cbr_currencies
mui-sass,https://github.com/rubysamurai/mui-sass
volt-highcharts,https://github.com/balmoral/volt-highcharts
zero_downtime,https://github.com/gogovan/zero_downtime
universal_validator,https://github.com/skopciewski/universal_validator
MotionLocalize,https://github.com/bmichotte/MotionLocalize
xcinvoke,https://github.com/segiddins/xcinvoke
activerecord-sort,https://github.com/malomalo/activerecord-sort
panteras_api,https://github.com/eBayClassifiedsGroup/panteras_api
documentation-editor,https://github.com/algolia/documentation-editor
rstreamor,https://github.com/ndea/rstreamor
fixture_group,https://github.com/hidakatsuya/fixture_group
instructure-happymapper,https://github.com/instructure/happymapper
logstash-input-jsqs,https://github.com/JamieCressey/logstash-input-jsqs
appdirect_integration,https://github.com/artgo/appdirect_integration
yahoo_gemini_client,https://github.com/G5/yahoo_gemini_client
faceter,https://github.com/nepalez/faceter
reponaut,https://github.com/mdippery/reponaut
whatsnew,https://github.com/jollygoodcode/whatsnew
bali,https://github.com/saveav/bali
sortable-by,https://github.com/bsm/sortable-by
edools_mymoip,https://github.com/Edools/mymoip
junit_report_generator,https://github.com/thyrlian/JunitReportGenerator
DeDoDrop,https://github.com/alosada/ADDD
aetherg,https://github.com/chenillen/aetherg
icon-social-share-button,https://github.com/Matrixbirds/icon-social-share-button
mountable_file_server,https://github.com/edgycircle/mountable_file_server
embulk-parser-msgpack,https://github.com/frsyuki/embulk-parser-msgpack
fluent-plugin-groonga-query-log,https://github.com/groonga/fluent-plugin-groonga-query-log
configuration_service,https://github.com/hetznerZA/configuration_service
rom-http,https://github.com/rom-rb/rom-http
tfl_api_client,https://github.com/LukeHackett/tfl_api_client
lookout-data_fabric,https://github.com/lookout/data_fabric
alerty-plugin-amazon_sns,https://github.com/sonots/alerty-plugin-amazon_sns
picturesque,https://github.com/ksylvest/picturesque
intercity_express,https://github.com/icelab/intercity_express
has_default_association,https://github.com/adamsanderson/has_default_association
lazy_images-rails,https://github.com/rhardih/lazy-images-rails
will_paginate-materialize,https://github.com/patricklindsay/will_paginate-materialize
timing,https://github.com/gabynaiman/timing
configuration_service-provider-vault,https://github.com/hetznerZA/configuration_service-provider-vault
query_builder,https://github.com/nepalez/query_builder
activejob_spec,https://github.com/noku/activejob_spec
virtus-localized,https://github.com/XescuGC/virtus-localized
mrjoy-launchpad,https://github.com/MrJoy/surface_master
cfnlego,https://github.com/allinwonder/cfnlego
smart_polling,https://github.com/mateusdelbianco/smart_polling
served,https://github.com/optoro/served
poise-ruby,https://github.com/poise/poise-ruby
kitchen-vcair,https://github.com/chef-partners/kitchen-vcair
activerecord-sharding,https://github.com/hirocaster/activerecord-sharding
params_collector,https://github.com/skopciewski/params_collector
slack_notification_generator,https://github.com/jasonhutchens/slack_notification_generator
jwt_claims,https://github.com/garyf/jwt_claims
gitlab-mail-receiver,https://github.com/huacnlee/gitlab-mail-receiver
sequel-page,https://github.com/skopciewski/sequel-page
deepstream,https://github.com/Currency-One/deepstream-ruby
usps-fork,https://github.com/18F/usps
sf-hiera-aws,https://github.com/scalefactory/sf-hiera-aws
html-pipeline-vimeo,https://github.com/dlackty/html-pipeline-vimeo
quinoa,https://github.com/camiloribeiro/quinoa
bootstrap_feedbacker,https://github.com/wwidea/bootstrap_feedbacker
string-similarity,https://github.com/mhutter/string-similarity
nwsdk,https://github.com/ryanbreed/nwsdk
grand_central,https://github.com/clearwater-rb/grand_central
mybatis-cli,https://github.com/typ0520/mybatis-cli
LatexCurriculumVitae,https://github.com/saigkill/latex_curriculum_vitae
date_supercharger,https://github.com/simon0191/date_supercharger
fluent-plugin-aliyun-odps,https://github.com/aliyun/aliyun-odps-fluentd-plugin
index_shotgun,https://github.com/sue445/index_shotgun
krpc,https://github.com/TeWu/krpc-rb
tee_logger,https://github.com/k-ta-yamada/tee_logger
ddr-batch,https://github.com/duke-libraries/ddr-batch
surface_master,https://github.com/MrJoy/surface_master
markovian,https://github.com/arsduo/markovian
burtpath,https://github.com/burtcorp/burtpath
fluent-plugin-esslowquery,https://github.com/iaintshine/fluent-plugin-esslowquery
l2meter,https://github.com/rwz/l2meter
enginevib,https://github.com/eduardordm/enginevib
hyperquest,https://github.com/berfarah/hyperquest
dashing_resque,https://github.com/werliefertwas/dashing_resque
kitchen-softlayer,https://github.com/neillturner/kitchen-softlayer
rakuna-validation-json,https://github.com/colstrom/rakuna-validation-json
nephos,https://github.com/Nephos/NephosRubyServer
cheerup,https://github.com/claireparker/cheer_up
browserino,https://github.com/SidOfc/browserino
private_pub_no_sig,https://github.com/teelu/private_pub
fluent-plugin-munin-node,https://github.com/winebarrel/fluent-plugin-munin-node
js2coffee,https://github.com/zw963/js2coffee
lita-tox,https://github.com/braiden-vasco/lita-tox
activeadmin-magicfields,https://github.com/Silvaire/activeadmin-magicfields
http_proxy_pool,https://github.com/jiyaping/http-proxy-pool
ipip,https://github.com/liluo/ipip
rsssf,https://github.com/sportdb/rsssf
seteable,https://github.com/frodsan/seteable
posten,https://github.com/frodsan/posten
omniauth-onvedeo,https://github.com/onvedeo/omniauth-onvedeo
mailer_preview_request_model,https://github.com/equivalent/mailer_preview_request_model
noawsalbumart,https://github.com/ksliu25/noawsalbumart
fancy_to_proc,https://github.com/sfcgeorge/fancy_to_proc
raabro,https://github.com/jmettraux/raabro
parse_gemspec_cli,https://github.com/packsaddle/ruby-parse_gemspec-cli
houston-core,https://github.com/houston/houston-core
gisdatigo,https://github.com/rafamanzo/gisdatigo
blockscore-happymapper,https://github.com/BlockScore/happymapper
omniauth-kakao-myletter,https://github.com/shaynekang/omniauth-kakao
rails_form_builder_param_name,https://github.com/patientslikeme/rails_form_builder_param_name
globodns_client,https://github.com/globocom/globodns-client-ruby
appbundle-updater,https://github.com/chef/appbundle-updater
allin-sdk-ruby,https://github.com/renatodex/allin-sdk-ruby
bootstrap-markdown-editor-rails,https://github.com/Iwark/bootstrap-markdown-editor-rails
env_pull_request,https://github.com/packsaddle/ruby-env_pull_request
natural_number_string,https://github.com/packsaddle/ruby-natural_number_string
busser-serverspec-cisco,https://github.com/chef-partners/busser-serverspec-cisco
busser-serverspec_cisco,https://github.com/chef-partners/busser-serverspec-cisco
reverse_parameters,https://github.com/zeisler/reverse_parameters
ims,https://github.com/lodestone/ims
tilt-pipeline,https://github.com/jeremyevans/tilt-pipeline
tilt-indirect,https://github.com/jeremyevans/tilt-indirect
poise-application-git,https://github.com/poise/application_git
poise-application-javascript,https://github.com/poise/application_javascript
warren_ipsum_safe,https://github.com/nigelfds/warren_ipsum
hatenablog,https://github.com/kymmt90/hatenablog
pptxt,https://github.com/mjwhitta/pptxt
simple_controller,https://github.com/FinalCAD/simple_controller
flame,https://github.com/AlexWayfer/flame
activefacts-orm,https://github.com/cjheath/activefacts-orm
wolfe,https://github.com/lomography/wolfe
mercury_amqp,https://github.com/wintonpc/mercury_amqp
tablexi-logger,https://github.com/tablexi/tablexi-logger
omakase_unicorn-rails,https://github.com/jiikko/omakase_unicorn-rails
aub-payroll,https://github.com/payrollhero/aub-payroll
embulk-input-azure_blob_storage,https://github.com/embulk/embulk-input-azure_blob_storage
NaiveText,https://github.com/RicciFlowing/NaiveText
json_error,https://github.com/buszu/json_error
nurse-rb,https://github.com/mjacobus/nurse-rb
fpm-fry,https://github.com/xing/fpm-fry
cloudscrape-client,https://github.com/cloudscrape/cloudscrape-client-ruby
embulk-filter-expand_json,https://github.com/civitaspo/embulk-filter-expand_json
xcpretty-bb,https://github.com/supermarin/xcpretty
creative_rails_utilities,https://github.com/CreativeGS/creative_rails_utilities
vagrant-devcommands,https://github.com/mneudert/vagrant-devcommands
elegant,https://github.com/claudiob/elegant
minimum-term,https://github.com/moviepilot/lacerda
embulk-output-sftp,https://github.com/embulk/embulk-output-sftp
rspec-pending_for,https://github.com/pboling/rspec-pending_for
ruby-nominatim,https://github.com/Smarre/ruby-nominatim
clean-idea,https://github.com/cesarferreira/clean-idea
rblineprof-browser,https://github.com/nbudin/rblineprof-browser
pageflow-internal-links,https://github.com/codevise/pageflow-internal-links
rss_creator,https://github.com/jrobertson/rss_creator
rss_timeline,https://github.com/jrobertson/rss_timeline
twrk-socialization,https://github.com/twrk/socialization
julia_builder,https://github.com/stevenbarragan/julia_builder
aozora2html,https://github.com/aozorahack/aozora2html
chef-consul,https://github.com/samdunne/chef-consul
Spreadsheet-HTML,https://github.com/jeffa/spreadsheet-html-ruby
yeti_logger,https://github.com/Yesware/yeti_logger
bootstrap4_form_builder,https://github.com/crslade/bootstrap4-form-builder
pretentious,https://github.com/jedld/pretentious
activeadmin-reform,https://github.com/bolshakov/activeadmin-reform
atomic_cms,https://github.com/spartansystems/atomic_cms
rubyfocus,https://github.com/jyruzicka/rubyfocus
api_consumer_json,https://github.com/chrisftw/api_consumer_json
gherkin_readability,https://github.com/funkwerk/gherkin_readability
clearly-query,https://github.com/cofiem/clearly-query
ceo,https://github.com/littlelines/ceo
mixpanel_magic_lamp,https://github.com/gguerrero/mixpanel_magic_lamp
start_her,https://github.com/PredicSis/start_her
jruby_activiti,https://github.com/richfisher/jruby_activiti
bcome,https://github.com/webzakimbo/bcome
flor,https://github.com/floraison/flor
serrano,https://github.com/sckott/serrano
gir_ffi-gst,https://github.com/mvz/gir_ffi-gst
mspac,https://github.com/mjwhitta/mspac
SnowArraySort,https://github.com/Jrsnow8921/SnowArraySort
always_has_one,https://github.com/jdugarte/always_has_one
kitchen-linode,https://github.com/ssplatt/kitchen-linode
capybara_objects,https://github.com/garytaylor/capybara_objects
rint,https://github.com/bluegod/rint
minitest-glitch,https://github.com/heavysixer/minitest-glitch
specinfra-backend-docker_lxc,https://github.com/zuazo/specinfra-backend-docker_lxc
pstream,https://github.com/mjwhitta/pstream
girc-wookie,https://github.com/elifoster/girc-wookie
recurly_event,https://github.com/ejaypcanaria/recurly_event
dissociated_introspection,https://github.com/zeisler/dissociated_introspection
rubykon,https://github.com/PragTob/rubykon
boty,https://github.com/ricardovaleriano/boty
fidor_api,https://github.com/klausmeyer/fidor_api
introspective_grape,https://github.com/buermann/introspective_grape
github-calendar,https://github.com/ghuls-apps/github-calendar-api
vnehm,https://github.com/bogem/vnehm
patriot-gcp,https://github.com/CyberAgent/patriot-workflow-scheduler
array_utility,https://github.com/elifoster/array_utility
pastee,https://github.com/elifoster/pastee-rb
pvoutput,https://github.com/johnf/pvoutput
mongoid_enum,https://github.com/amw/mongoid_enum
geomerative,https://github.com/ruby-processing/geomerativegem
doc_my_routes,https://github.com/Workday/doc_my_routes
roda-i18n,https://github.com/kematzy/roda-i18n
alerty-plugin-mail,https://github.com/civitaspo/alerty-plugin-mail
mongoid-filterable,https://github.com/nosolosoftware/mongoid-filterable
safe_email_name,https://github.com/KissKissBankBank/safe_email_name
sensu-plugins-freeradius,https://github.com/sensu-plugins/sensu-plugins-freeradius
arpa,https://github.com/rachidcalazans/arpa
franklin,https://github.com/ylansegal/franklin
faraday-panoptes,https://github.com/zooniverse/faraday-panoptes
one_signal,https://github.com/tbalthazar/onesignal-ruby
shack_kit,https://github.com/rrrodrigo/shack_kit
active_merchant_pay2go,https://github.com/imgarylai/active_merchant_pay2go
tty-cursor,https://github.com/piotrmurach/tty-cursor
activerecord-simple_index_name,https://github.com/sue445/activerecord-simple_index_name
rails_pallet,https://github.com/platanus/rails_pallet
layout-tools-for-susy,https://github.com/oliverwehn/layout-tools-for-susy
logstash-filter-dateparts,https://github.com/mikebski/logstash-filter-datepart
jekyll-everypolitician,https://github.com/theyworkforyou/jekyll-everypolitician
snapcrawl,https://github.com/DannyBen/snapcrawl
crf,https://github.com/alebian/crf
lightspeed_restaurant,https://github.com/chronogolf/lightspeed_restaurant
shrine-imgix,https://github.com/janko-m/shrine-imgix
epages-rest,https://github.com/ePages-de/epages-rest-ruby
cryptology,https://github.com/rubysamurai/cryptology
knife-hmc,https://github.com/pseries/knife-hmc
gemstat,https://github.com/remore/gemstat
resilient,https://github.com/jnunemaker/resilient
sfn-parameters,https://github.com/sparkleformation/sfn-parameters
ra10ke,https://github.com/voxpupuli/ra10ke
bank-account-statement,https://github.com/tiredpixel/bank-account-statement-rb
rspec-scaffold,https://github.com/ridiculous/rspec-scaffold
dockerspec,https://github.com/zuazo/dockerspec
mongo_logs_on_roids,https://github.com/zarqman/mongo_logs_on_roids
exoscale,https://github.com/nicolasbrechet/ruby-exoscale
omniauth-younility,https://github.com/YounilityInc/omniauth-younility
satz,https://github.com/syro/satz
etcd-tools,https://github.com/blufor/etcd-tools
bel-rdf-jena,https://github.com/OpenBEL/bel.rb-rdf-jena
deutschebahn,https://github.com/DenniJensen/deutschebahn
kakao_push,https://github.com/n42corp/kakao_push
ruaur,https://github.com/mjwhitta/ruaur
model_to_googlesheet,https://github.com/lakesare/model_to_googlesheet
openbel-api,https://github.com/OpenBEL/openbel-api
cfa,https://github.com/config-files-api/config_files_api
cfa_grub2,https://github.com/config-files-api/config_files_api_grub2
gly,https://github.com/igneus/gly
capistrano-jelastic,https://github.com/gerardo-navarro/capistrano-jelastic
stripe_saas,https://github.com/integrallis/stripe_saas
capistrano-scm-s3copy,https://github.com/muratayusuke/capistrano-scm-s3copy
allocations,https://gitlab.com/gitlab-org/allocations
hart,https://github.com/soveran/hart
aptly-api,https://github.com/KDEJewellers/aptly-api
funkcss,https://github.com/filipelinhares/funkcss
pretty_bytes,https://github.com/gmontalvoriv/pretty-bytes-rb
usmu-sitemap,https://github.com/usmu/usmu-sitemap
uptime,https://github.com/mohitsethi/uptime
numbers_and_words_amuino,https://github.com/kslazarev/numbers_and_words
fluent-plugin-filter-parse-postfix,https://github.com/winebarrel/fluent-plugin-filter-parse-postfix
tilia-uri,https://github.com/tilia/tilia-uri
lasertag,https://github.com/cesarferreira/lasertag
vcloud-coster,https://github.com/gds-operations/vcloud-walker
ruboty-generator,https://github.com/tbpgr/ruboty-generator
capistrano-lets-encrypt,https://github.com/platanus/capistrano-lets-encrypt
emacs_org_protocol_server,https://github.com/tamouse/emacs_org_protocol_server
paperclip-upyun,https://github.com/jhw-dev/paperclip-upyun
newrelic-slack-ruby-bot,https://github.com/slack-ruby/newrelic-slack-ruby-bot
activefolder,https://github.com/benthorner/activefolder
logstash-filter-spamhaus,https://github.com/WedjaaOpen/logstash-filter-spamhaus
sfn-serverspec,https://github.com/sparkleformation/sfn-serverspec
cosi-temp,https://github.com/lannonbr/cosi-temp
munemo,https://github.com/jmettraux/munemo
vagrant-compose,https://github.com/fabriziopandini/vagrant-compose
roto,https://github.com/andrewcottage/roto
jsos,https://github.com/jdenen/jsos
active_enumerable,https://github.com/zeisler/active_enumerable
instance_variables_from,https://github.com/janlelis/instance_variables_from
iterate,https://github.com/janlelis/iterate
egonil,https://github.com/janlelis/egonil
simple-ansi,https://github.com/envygeeks/simple-ansi
activerecord-positionable,https://github.com/yivo/activerecord-sortable
logstash-input-varnishncsa,https://github.com/francetv/logstash-input-varnishncsa
opzworks,https://github.com/mapzen/opzworks
isgd,https://github.com/elifoster/isgd-rb
algorithm-night,https://github.com/DevBootcamp-Algorithm-Night/algorithm-night-gem
beaker-testmode_switcher,https://github.com/puppetlabs/beaker-testmode_switcher
fluent-plugin-output-solr,https://github.com/mosuka/fluent-plugin-output-solr
gembuild,https://github.com/mfinelli/gembuild
specinfra-backend-docker_compose,https://github.com/zuazo/specinfra-backend-docker_compose
grids_lite,https://github.com/milesstanfield/grids_lite
bbc_iplayer_search,https://github.com/mocoso/bbc_iplayer_search
comfy,https://github.com/Misenko/comfy
sidekiq-job_monitor,https://github.com/glyph-fr/sidekiq-job_monitor
ember-cli-deploy-rack,https://github.com/bitaculous/ember-cli-deploy-rack
conjur-asset-dsl2,https://github.com/conjurinc/conjur-asset-policy
time_zone_scheduler,https://github.com/alloy/time_zone_scheduler
story-gen,https://bitbucket.org/furronymous/story-gen
pcp-client,https://github.com/puppetlabs/ruby-pcp-client
ish_lib,https://github.com/piousbox/ish_lib
bfi_player_search,https://github.com/mocoso/bfi_player_search
generapp,https://github.com/koombea/generapp
omniauth-kindful-user,https://github.com/Kindful/omniauth-kindful-user
expand,https://github.com/saturnflyer/expand
imouto,https://github.com/2-3/imouto
exif_gps_injector,https://github.com/stjhimy/exif_gps_injector
omniauth-7digital,https://github.com/Musikee/omniauth-7digital
rapinoe,https://github.com/holman/rapinoe
it_sorts,https://github.com/Masa331/it_sorts
fluent-plugin-documentdb,https://github.com/yokawasa/fluent-plugin-documentdb
fluent-plugin-filter-geoip,https://github.com/mosuka/fluent-plugin-filter-geoip
omniauth-lifx,https://github.com/hfwang/omniauth-lifx
formalist,https://github.com/icelab/formalist
multi_ar_migrations,https://github.com/Smarre/multi_ar
likeno,https://github.com/mezuro/likeno
tmix-icon-rails,https://github.com/spice-life/tmix-icon-rails
sneakers_packer,https://github.com/xiewenwei/sneakers_packer
peek-alt-routes,https://github.com/mkcode/peek-alt-routes
mws_rb,https://github.com/veeqo/mws-rb
rubocop-blueapron,https://github.com/blueapron/rubocop-blueapron
puppet-lint-no_symbolic_file_modes-check,https://github.com/deanwilson/puppet-lint-no_symbolic_file_modes-check
rails_db_protect,https://github.com/mojotech/rails_db_protect
lnjs-rails,https://github.com/davidreghay/lnjs-rails
miasma-azure,https://github.com/miasma-rb/miasma-azure
logstash-codec-form,https://github.com/b0d0nne11/logstash-codec-form
unidom-category,https://github.com/topbitdu/unidom-category
unidom-contact,https://github.com/topbitdu/unidom-contact
keepass-static,https://github.com/SaltwaterC/keepass-static
ssh_keygen,https://github.com/vancluever/ssh_keygen
replidog,https://github.com/jemiam/replidog
libssh,https://github.com/eagletmt/libssh-ruby
pretty_json,https://github.com/Dervol03/pretty_json
unicode_case_converter,https://github.com/diasks2/unicode_case_converter
go_builder,https://github.com/nicholasjackson/minke
ios_config_profile,https://github.com/cellabus/ios_config_profile
decimal-js-rails,https://github.com/ronnqvistandreas/decimal-js-rails
icms,https://github.com/andrewaguiar/icms
ruby-vips8,https://github.com/jcupitt/ruby-vips8
