name,repository
blueimp-load-image-rails,https://github.com/blueimp/JavaScript-Load-Image
sundbp-whenever,https://github.com/javan/whenever
purdytest,https://github.com/tenderlove/purdytest
net-irc,https://github.com/cho45/net-irc
refinements,https://github.com/bkuhlmann/refinements
pusher-fake,https://gitlab.com/nukevfx/thumbnail
mail_room,https://github.com/tpitale/mail_room
surus,https://github.com/jackc/surus
surveyor,https://github.com/NUBIC/surveyor
merb_whenever,https://github.com/javan/whenever
rubber,https://github.com/rubber/rubber
metadata-json-lint,https://github.com/voxpupuli/metadata-json-lint
net-http-server,https://github.com/postmodern/net-http-server
postgres_ext,https://github.com/DockYard/postgres_ext
fpm-cookery,https://github.com/bernd/fpm-cookery
qiniu-rs,https://github.com/qiniu/ruby-sdk
swagger-docs,https://github.com/richhollis/swagger-docs
metamagic,https://github.com/lassebunk/metamagic
gemojione,https://github.com/jonathanwiesel/gemojione
magic_encoding,https://gitlab.com/sdzen/voxelands
poseidon,https://github.com/bpot/poseidon
dm-rspec,https://github.com/greyblake/dm-rspec
synx,https://github.com/venmo/synx
local-fastimage,https://github.com/sdsykes/fastimage
david-capybara,https://github.com/teamcapybara/capybara
gotwalt-bitly,https://github.com/philnash/bitly
mangopay,https://github.com/Mangopay/mangopay2-ruby-sdk
dawanda-sqlite3,https://github.com/sparklemotion/sqlite3-ruby
nokogiri-diff,https://github.com/postmodern/nokogiri-diff
view_source_map,https://github.com/r7kamura/view_source_map
namxam-authlogic,https://github.com/binarylogic/authlogic
factory_girl-seeds,https://github.com/evrone/factory_girl-seeds
swearjar,https://github.com/joshbuddy/swearjar
factory_girl_sequences,https://github.com/melekes/factory_girl_sequences
reqres_rspec,https://github.com/reqres-api/reqres_rspec
mobile-fu-uncommon,https://github.com/benlangfeld/mobile-fu
vim-nerdtree,https://github.com/scrooloose/nerdtree
rclements_active_shipping,https://github.com/Shopify/active_shipping
cocoapods-plugins,https://github.com/CocoaPods/cocoapods-plugins
foreman_discovery,https://github.com/theforeman/foreman_discovery
cocoapods-repo-svn,https://github.com/dustywusty/cocoapods-repo-svn
foreman_docker,https://github.com/theforeman/foreman-docker
swf_fu,https://github.com/marcandre/swf_fu
cocoapods-trunk,https://github.com/CocoaPods/cocoapods-trunk
capistrano-nc,https://github.com/capistrano/notification-center
cocoapods-try-release-fix,https://github.com/CocoaPods/cocoapods-try
zendesk_apps_support,https://github.com/zendesk/zendesk_apps_support
googlestaticmap,https://github.com/brentsowers1/googlestaticmap
gettext_i18n_rails_js,https://github.com/webhippie/gettext_i18n_rails_js
arturo,https://github.com/zendesk/arturo
baldowl-rack_csrf,https://github.com/baldowl/rack_csrf
km,https://github.com/kissmetrics/km
flipper-dalli,https://github.com/jnunemaker/flipper
zendesk_apps_tools,https://github.com/zendesk/zendesk_apps_tools
google_places,https://github.com/qpowell/google_places
foreman_salt,https://github.com/theforeman/foreman_salt
obfuscate_id,https://github.com/namick/obfuscate_id
zerobearing-hashie,https://github.com/intridea/hashie
rcarvalho-capybara,https://github.com/teamcapybara/capybara
vlad-git,https://github.com/jbarnette/vlad-git
toland-patron,https://github.com/toland/patron
i18n-inflector-rails,https://github.com/siefca/i18n-inflector-rails
codeprimate-cancan,https://github.com/ryanb/cancan
awesome_bot,https://github.com/dkhamsing/awesome_bot
send_with_us,https://github.com/sendwithus/sendwithus_ruby
codesake-dawn,https://github.com/thesp0nge/dawnscanner
mwhuss-recaptcha,https://github.com/ambethia/recaptcha
ovoice-whenever,https://github.com/javan/whenever
kmts,https://github.com/kissmetrics/kmts
google-dfp-api,https://github.com/googleads/google-api-ads-ruby
i18n-country-translations,https://github.com/onomojo/i18n-country-translations
stn-simple_token_authentication,https://github.com/gonzalo-bulnes/simple_token_authentication
bahia,https://github.com/cldwalker/bahia
acts_as_archival,https://github.com/expectedbehavior/acts_as_archival
md2key,https://github.com/k0kubun/md2key
skeleton-rails,https://github.com/helios-technologies/skeleton-rails
fancybox-rails,https://github.com/chrismytton/fancybox-rails
fancy-buttons,https://github.com/imathis/fancy-buttons
metar-parser,https://github.com/joeyates/metar-parser
knife-cloud,https://github.com/chef/knife-cloud
hybridgroup-whenever,https://github.com/javan/whenever
verse,https://github.com/piotrmurach/verse
accept_values_for,https://github.com/bogdan/accept_values_for
knife-digital_ocean,https://github.com/rmoriz/knife-digital_ocean
oxidized,https://github.com/ytti/oxidized
rack-zippy,https://github.com/eliotsykes/rack-zippy
mousetrap-rails,https://github.com/kugaevsky/mousetrap-rails
attachinary,https://github.com/assembler/attachinary
object_daddy,https://gitlab.com/luxcas/lx-theme
mandrill-rails,https://github.com/evendis/mandrill-rails
github-ldap,https://github.com/github/github-ldap
dm-devise,https://github.com/jm81/dm-devise
google-adwords-api,https://github.com/googleads/google-api-ads-ruby
patron-new,https://github.com/toland/patron
bitfluent-vestal_versions,https://github.com/laserlemon/vestal_versions
wagn,https://github.com/wagn/wagn
ruby_version,https://github.com/janlelis/ruby_version
rbpcs,https://github.com/railsbp/rails_best_practices
faraday-detailed_logger,https://github.com/envylabs/faraday-detailed_logger
ltree_hierarchy,https://github.com/cfabianski/ltree_hierarchy
ahoy_email,https://github.com/ankane/ahoy_email
gooddata,https://github.com/gooddata/gooddata-ruby
knife-openstack,https://github.com/chef/knife-openstack
rbhive,https://github.com/forward3d/rbhive
ruby-freshbooks,https://github.com/elucid/ruby-freshbooks
faster_path,https://github.com/danielpclark/faster_path
functional-ruby,https://github.com/jdantonio/functional-ruby
httpclient-jgraichen,https://github.com/nahi/httpclient
suture,https://github.com/testdouble/suture
combined_time_select,https://github.com/excid3/combined_time_select
tlconnor-xero_gateway,https://github.com/xero-gateway/xero_gateway
be_valid_asset,https://github.com/unboxed/be_valid_asset
resque-cleaner,https://github.com/ono/resque-cleaner
db-query-matchers,https://github.com/brigade/db-query-matchers
ritual,https://github.com/oggy/ritual
knife-server,https://github.com/fnichol/knife-server
scss-lint-bliss,https://github.com/brigade/scss-lint
danger-device_grid,https://github.com/fastlane/fastlane
angular-ui-bootstrap-rails,https://github.com/cconstantin/angular-ui-bootstrap-rails
mandrill_dm,https://github.com/spovich/mandrill_dm
papercrop,https://github.com/rsantamaria/papercrop
SassyLists,https://github.com/at-import/SassyLists
gherkin3,https://github.com/cucumber/gherkin
knife-spec,https://github.com/sethvargo/knife-spec
knife-vsphere,https://github.com/chef-partners/knife-vsphere
activeadmin_addons,https://github.com/platanus/activeadmin_addons
ztk,https://github.com/zpatten/ztk
garner,https://github.com/artsy/garner
wash_out,https://github.com/inossidabile/wash_out
plek,https://github.com/alphagov/plek
angellist_api,https://github.com/paulsingh/angellist-api
puppet-retrospec,https://github.com/nwops/puppet-retrospec
nationbuilder-rb,https://github.com/nationbuilder/nationbuilder-rb
git-pr-release,https://github.com/motemen/git-pr-release
pact_broker,https://github.com/bethesque/pact_broker
hstore_translate,https://github.com/Leadformance/hstore_translate
capistrano-laravel,https://github.com/capistrano/laravel
bitlove-resque_mailer,https://github.com/zapnap/resque_mailer
business,https://github.com/gocardless/business
goldiloader,https://github.com/salsify/goldiloader
fcoury-fakeweb,https://github.com/chrisk/fakeweb
north,https://github.com/north/north
howitzer,https://github.com/strongqa/howitzer
dnsimple,https://github.com/dnsimple/dnsimple-ruby
pact-mock_service,https://github.com/bethesque/pact-mock_service
compass_twitter_bootstrap,https://github.com/vwall/compass-twitter-bootstrap
spectator-attr_encrypted,https://github.com/attr-encrypted/attr_encrypted
wd_newrelic_rpm,https://github.com/newrelic/rpm
taperole,https://github.com/smashingboxes/taperole
forme,https://github.com/jeremyevans/forme
resque-history,https://github.com/ilyakatz/resque-history
fcoury-octopi,https://github.com/fcoury/octopi
technicalpickles-jeweler,https://github.com/technicalpickles/jeweler
rbpdf-font,https://github.com/naitoh/rbpdf
web-app-theme,https://github.com/pilu/web-app-theme
backbone-support,https://github.com/thoughtbot/backbone-support
mustermann-uri-template,https://github.com/sinatra/mustermann
minimal-mistakes-jekyll,https://github.com/mmistakes/minimal-mistakes
ajax-datatables-rails,https://github.com/antillas21/ajax-datatables-rails
gocardless,https://github.com/gocardless/gocardless-legacy-ruby
pothoven-attachment_fu,https://github.com/pothoven/attachment_fu
terraforming,https://github.com/dtan4/terraforming
rack-robustness,https://github.com/blambeau/rack-robustness
dish,https://github.com/lassebunk/dish
github_webhook,https://github.com/ssaunier/github_webhook
permessage_deflate,https://github.com/faye/permessage-deflate-ruby
debbie,https://github.com/goodpeople/debbie
qtbindings-qt,https://github.com/ryanmelt/qtbindings
honkster-redis-store,https://github.com/redis-store/redis-store
plex-ruby,https://github.com/ekosz/Plex-Ruby
honkster-attr_encrypted,https://github.com/attr-encrypted/attr_encrypted
browse-everything,https://github.com/projecthydra/browse-everything
ean13,https://github.com/yob/ean13
femto-sqlite3,https://github.com/sparklemotion/sqlite3-ruby
fermion-formtastic,https://github.com/justinfrench/formtastic
ajaxful_rating,https://github.com/edgarjs/ajaxful-rating
system-getifaddrs,https://gitlab.com/erfan111/call_center
knockoutjs-rails,https://github.com/jswanner/knockoutjs-rails
genghisapp,https://github.com/bobthecow/genghis
fermion-uuid,https://github.com/assaf/uuid
mm-devise,https://github.com/kristianmandrup/mm-devise
mustermann-strscan,https://github.com/sinatra/mustermann
okkez-open_id_authentication,https://github.com/rails/open_id_authentication
mkfifo,https://github.com/shurizzle/ruby-mkfifo
mustermann-shell,https://github.com/sinatra/mustermann
patcito-rdiscount,https://github.com/davidfstr/rdiscount
komba_countries,https://github.com/hexorx/countries
dz-patron,https://github.com/toland/patron
sunzi,https://github.com/kenn/sunzi
super_exception_notifier,https://github.com/pboling/exception_notification
kosi,https://github.com/tbpgr/kosi
restclient,https://github.com/thoom/restup
teamspeak-ruby,https://github.com/matthin/teamspeak-ruby
spidr_epg,https://github.com/postmodern/spidr
claide-completion,https://github.com/CocoaPods/CLAide
acts_as_versioned,https://github.com/technoweenie/acts_as_versioned
active_fulfillment,https://github.com/Shopify/active_fulfillment
hoe-yard,https://github.com/postmodern/hoe-yard
hoe-seattlerb,https://github.com/seattlerb/hoe-seattlerb
hoe-rubygems,https://github.com/jbarnette/hoe-rubygems
timetrap,https://github.com/samg/timetrap
hoe-reek,https://github.com/erikh/hoe-reek
mbsy,https://github.com/GetAmbassador/mbsy
ffi-ffi,https://github.com/ffi/ffi
sic-activerecord-sqlserver-adapter,https://github.com/rails-sqlserver/activerecord-sqlserver-adapter
buff-ignore,https://github.com/sethvargo/buff-ignore
rapidfire,https://github.com/code-mancers/rapidfire
simpleconfig,https://github.com/lukeredpath/simpleconfig
busser,https://github.com/test-kitchen/busser
krasivotokak-simple-navigation,https://github.com/codeplant/simple-navigation
aroea,https://github.com/rsim/oracle-enhanced
hoe-debugging,https://github.com/jbarnette/hoe-debugging
activerecord-sqlserver-adapter_new,https://github.com/rails-sqlserver/activerecord-sqlserver-adapter
nofxx-formtastic,https://github.com/justinfrench/formtastic
contact_us,https://github.com/JDutil/contact_us
asciidoctor-diagram,https://github.com/asciidoctor/asciidoctor-diagram
middleman-sync,https://github.com/middleman-contrib/middleman-sync
gmp,https://github.com/srawlins/gmp
websocket-native,https://github.com/imanel/websocket-ruby-native
surrogate,https://github.com/JoshCheek/surrogate
contentful-management,https://github.com/contentful/contentful-management.rb
ffi-rzmq-core,https://github.com/chuckremes/ffi-rzmq-core
websocket-rack,https://github.com/imanel/websocket-rack
kschadeck-active_shipping,https://github.com/Shopify/active_shipping
wechat,https://github.com/Eric-Guo/wechat
acts_as_tenant,https://github.com/ErwinM/acts_as_tenant
weighted_average,https://github.com/seamusabshere/weighted_average
onstomp,https://github.com/iande/onstomp
petfinder,https://github.com/ehutzelman/petfinder
dusty-patron,https://github.com/toland/patron
rubyjedi-oga,https://github.com/YorickPeterse/oga
whiskey_disk,https://github.com/flogic/whiskey_disk
simple-cloudfront-invalidator,https://github.com/laurilehmijoki/simple-cloudfront-invalidator
expeditor,https://github.com/cookpad/expeditor
timeframe,https://github.com/rossmeissl/timeframe
hilighter,https://github.com/mjwhitta/hilighter
fig_newton,https://github.com/cheezy/fig_newton
filepicker-rails,https://github.com/Ink/filepicker-rails
git_diff_parser,https://github.com/packsaddle/ruby-git_diff_parser
yao,https://github.com/yaocloud/yao
file_validators,https://github.com/musaffa/file_validators
hightop,https://github.com/ankane/hightop
padrino-routing,https://github.com/padrino/padrino-framework
coreaudio,https://gitlab.com/dmitrydprog/quest
filipegiusti-yajl-ruby,https://github.com/brianmario/yajl-ruby
foreman_ansible_core,https://github.com/theforeman/foreman_ansible
kurowski-patron,https://github.com/toland/patron
activerecord-import-rails4,https://github.com/zdennis/activerecord-import
netguru_bootstrapper,https://github.com/netguru/netguru_bootstrapper
finite_machine,https://github.com/piotrmurach/finite_machine
mustermann-simple,https://github.com/sinatra/mustermann
finstyle,https://github.com/fnichol/finstyle
wicked-focused,https://github.com/schneems/wicked
fir-cli,https://github.com/FIRHQ/fir-cli
strongbox,https://github.com/spikex/strongbox
mbleigh-seed-fu,https://github.com/mbleigh/seed-fu
hexp,https://github.com/plexus/hexp
gemsurance,https://github.com/appfolio/gemsurance
SgfParser,https://github.com/Trevoke/SGFParser
ruby-saml-mod,https://github.com/instructure/ruby-saml
cotweet-bitly,https://github.com/philnash/bitly
cotweet-fakeweb,https://github.com/chrisk/fakeweb
tidy_ffi,https://github.com/libc/tidy_ffi
HeSYINUvSBZfxqA-foreman,https://github.com/ddollar/foreman
ladle,https://github.com/NUBIC/ladle
mdwan-rsolr,https://github.com/rsolr/rsolr
will_filter,https://github.com/berk/will_filter
openseadragon,https://github.com/cbeer/openseadragon-rails
generate-puppetfile,https://github.com/rnelson0/puppet-generate-puppetfile
anyplayer,https://github.com/sunny/anyplayer
mustermann-rails,https://github.com/sinatra/mustermann
fiscali,https://github.com/asanghi/fiscali
fiveruns-memcache-client,https://github.com/fiveruns/memcache-client
fix-db-schema-conflicts,https://github.com/jakeonrails/fix-db-schema-conflicts
fix-twitter-bootstrap-rails,https://github.com/seyhunak/twitter-bootstrap-rails
aspector,https://github.com/gcao/aspector
lob,https://github.com/lob/lob-ruby
alf,https://github.com/alf-tool/alf
pronto-haml,https://github.com/mmozuras/pronto-haml
landrush,https://github.com/vagrant-landrush/landrush
help_parser,https://github.com/carlosjhr64/help_parser
diaspora_federation,https://github.com/diaspora/diaspora_federation
activerecord-postgres-earthdistance,https://github.com/diogob/activerecord-postgres-earthdistance
impressionist2,https://github.com/charlotte-ruby/impressionist
capdrupal,https://github.com/antistatique/capdrupal
authlogic-rails3,https://github.com/binarylogic/authlogic
luban,https://github.com/lubanrb/luban
hectoregm-formtastic,https://github.com/justinfrench/formtastic
wine_bouncer,https://github.com/antek-drzewiecki/wine_bouncer
dsander-redis-store,https://github.com/redis-store/redis-store
ruby_android,https://github.com/tajchert/ruby_apk
strainer,https://github.com/customink/strainer
simple_cacheable,https://github.com/flyerhzm/simple_cacheable
rack-maintenance,https://github.com/tilsammans/rack-maintenance
multi_json-maglev-,https://github.com/intridea/multi_json
nulogy-authlogic,https://github.com/binarylogic/authlogic
second_level_cache,https://github.com/csdn-dev/second_level_cache
mustermann-pyramid,https://github.com/sinatra/mustermann
meta_search,https://github.com/activerecord-hackery/meta_search
mattetti-hoptoad_notifier,https://github.com/thoughtbot/hoptoad_notifier
spikegrobstein-git,https://github.com/schacon/ruby-git
flight-rails,https://github.com/flightjs/flight
thumbs_up,https://github.com/bouchard/thumbs_up
dropmyemail-openstack,https://github.com/ruby-openstack/ruby-openstack
potatosalad-carrierwave,https://github.com/carrierwaveuploader/carrierwave
activerecord-import-in4systems,https://github.com/zdennis/activerecord-import
flipper-redis,https://github.com/jnunemaker/flipper
rgrte,https://github.com/nesquena/rabl
credit_card_validations,https://github.com/Fivell/credit_card_validations
has_translations,https://gitlab.com/sighofdead/white-paper
taskwarrior-web,https://github.com/theunraveler/taskwarrior-web
dropbox-aliix,https://github.com/RISCfuture/dropbox
reveal-ck,https://github.com/jedcn/reveal-ck
gollum-rugged_adapter,https://github.com/gollum/rugged_adapter
a9n,https://github.com/knapo/a9n
epuber-stylus,https://github.com/forgecrafted/ruby-stylus
flipper-ui,https://github.com/jnunemaker/flipper
pg-hstore,https://github.com/seamusabshere/pg-hstore
dynamoid-edge,https://github.com/Dynamoid/Dynamoid
hashrocket-formtastic,https://github.com/justinfrench/formtastic
wkhtmltopdf-heroku,https://github.com/rposborne/wkhtmltopdf-heroku
nuggets,https://github.com/blackwinter/nuggets
lz4-ruby,https://github.com/komiya-atsushi/lz4-ruby
wlang,https://github.com/blambeau/wlang
rcfmp,https://github.com/vmg/redcarpet
railsware-authlogic,https://github.com/binarylogic/authlogic
rails-uploader,https://github.com/superp/rails-uploader
mustermann-flask,https://github.com/sinatra/mustermann
mustermann-fileutils,https://github.com/sinatra/mustermann
revo-seed-fu,https://github.com/mbleigh/seed-fu
omghax-rails-footnotes,https://github.com/josevalim/rails-footnotes
synergy_russian,https://github.com/yaroslav/russian
doorkeeper-jwt,https://github.com/chriswarren/doorkeeper-jwt
iodine,https://github.com/boazsegev/iodine
smt_rails,https://github.com/railsware/smt_rails
rexle,https://gitlab.com/wafaa_samir_ahmed_al-ahmar/Assegnment1_problem5
words_counted,https://github.com/abitdodgy/words_counted
quickl,https://github.com/blambeau/quickl
subtitle_it,https://github.com/nofxx/subtitle_it
rodf,https://github.com/thiagoarrais/rodf
brianjlandau-vestal_versions,https://github.com/laserlemon/vestal_versions
rack-json_schema,https://github.com/r7kamura/rack-json_schema
apnotic,https://github.com/ostinelli/apnotic
thor_plus,https://github.com/bkuhlmann/thor_plus
mustermann-everything,https://github.com/sinatra/mustermann
wrest,https://github.com/c42/wrest
stoplight,https://github.com/orgsync/stoplight
wulffeld_kaminari,https://github.com/kaminari/kaminari
wvanbergen-scoped_search,https://github.com/wvanbergen/scoped_search
aws_cf_signer,https://github.com/dylanvaughn/aws_cf_signer
plutus,https://github.com/mbulat/plutus
js_regex,https://github.com/janosch-x/js_regex
rspectacular,https://github.com/thekompanee/rspectacular
gemma,https://github.com/jdleesmiller/gemma
active_admin-sortable_tree,https://github.com/zorab47/active_admin-sortable_tree
mail-iso-2022-jp,https://github.com/kuroda/mail-iso-2022-jp
bmabey-email_spec,https://github.com/email-spec/email-spec
negonicrac-formtastic,https://github.com/justinfrench/formtastic
thinreports,https://github.com/thinreports/thinreports-generator
dejan-auto_html,https://github.com/dejan/auto_html
mustermann-express,https://github.com/sinatra/mustermann
sufia,https://github.com/projecthydra/sufia
css_parser_1.1.0,https://github.com/premailer/css_parser
rmello-devise,https://github.com/plataformatec/devise
bosh_agent,https://github.com/cloudfoundry/bosh
image_info,https://github.com/gottfrois/image_info
css_splitter,https://github.com/zweilove/css_splitter
onceover,https://github.com/dylanratcliffe/onceover
css_sprite,https://github.com/flyerhzm/css_sprite
premailer-rails3,https://github.com/fphilipe/premailer-rails
mustermann-cake,https://github.com/sinatra/mustermann
sec_query,https://gitlab.com/Komar0ff/2048
debugging,https://github.com/janlelis/debugging
consolr,https://github.com/tumblr/collins
omniauth-auth0,https://github.com/auth0/omniauth-auth0
therubyracer-discourse,https://github.com/cowboyd/therubyracer
haml-coffee-source,https://github.com/netzpirat/haml-coffee
searchkick_bharthur,https://github.com/ankane/searchkick
plymouth,https://github.com/banister/plymouth
astrails-safe,https://github.com/astrails/safe
ruby_odata,https://gitlab.com/zoesketores1971/Jetlife
morpher,https://github.com/mbj/morpher
attestor,https://github.com/nepalez/attestor
xctasks,https://github.com/layerhq/xctasks
oboe,https://github.com/tracelytics/ruby-traceview
logify,https://github.com/sethvargo/logify
fluent-plugin-rewrite-tag-filter,https://github.com/fluent/fluent-plugin-rewrite-tag-filter
log-me,https://github.com/prodis/log-me
dirb,https://github.com/samg/diffy
h13ronim-capybara,https://github.com/teamcapybara/capybara
foundation_rails_helper,https://github.com/sgruhier/foundation_rails_helper
cucumber-jvm,https://github.com/cucumber/cucumber-jvm
double-bag-ftps,https://github.com/bnix/double-bag-ftps
activejob-retry,https://github.com/isaacseymour/activejob-retry
minitest-line,https://github.com/judofyr/minitest-line
pakyow,https://github.com/pakyow/pakyow
gvis,https://github.com/jeremyolliver/gvis
letter_avatar,https://github.com/ksz2k/letter_avatar
opengraph_parser,https://github.com/huyha85/opengraph_parser
guillotine,https://github.com/technoweenie/guillotine
ruboty-bundler,https://github.com/r7kamura/ruboty
guard-zeus,https://github.com/guard/guard-zeus
faml,https://github.com/eagletmt/faml
newrelic_moped,https://github.com/stevebartholomew/newrelic_moped
dry-data,https://github.com/dry-rb/dry-types
predictor,https://github.com/Pathgather/predictor
ruby_engine,https://github.com/janlelis/ruby_engine
rubicure,https://github.com/sue445/rubicure
octoauth,https://github.com/akerl/octoauth
guard-spin,https://github.com/vizjerai/guard-spin
guard-sidekiq,https://github.com/uken/guard-sidekiq
baby_squeel,https://github.com/rzane/baby_squeel
letter_opener_web,https://github.com/fgrehm/letter_opener_web
rails-footnotes-linux,https://github.com/josevalim/rails-footnotes
sanitize_email,https://github.com/pboling/sanitize_email
fmcpm,https://github.com/ddollar/foreman
svg-graph,https://github.com/lumean/svg-graph2
string-utility,https://github.com/elifoster/String-Utility-Ruby
rs_voteable_mongo,https://github.com/rs-pro/voteable_mongo
adapter,https://github.com/jnunemaker/adapter
guard-rack,https://github.com/dblock/guard-rack
m3u8,https://github.com/sethdeckard/m3u8
leveldb-ruby,https://github.com/wmorgan/leveldb-ruby
dotenv-deployment,https://github.com/bkeepers/dotenv-deployment
guard-nanoc,https://github.com/guard/guard-nanoc
psych-shopifork,https://github.com/ruby/psych
sandro-fakeweb,https://github.com/chrisk/fakeweb
pzingg-hoptoad_notifier,https://github.com/thoughtbot/hoptoad_notifier
fog-iwd,https://github.com/fog/fog
lograge-with-time,https://github.com/roidrage/lograge
robotex,https://github.com/chriskite/robotex
roger,https://github.com/DigitPaint/roger
xxhash,https://github.com/nashby/xxhash
robots,https://github.com/fizx/robots
mongoid_taggable,https://gitlab.com/noblestudios-migrated/wordpress-plugin-export-simple-301-redirects-to-csv
itsf_backend,https://github.com/robotex82/itsf_backend
custom-twitter-bootstrap-rails,https://github.com/seyhunak/twitter-bootstrap-rails
enumify,https://github.com/yonbergman/enumify
emitter,https://github.com/faradayio/emitter
amazon-ecs-eb,https://github.com/jugend/amazon-ecs
carrierwave-dropbox,https://github.com/robin850/carrierwave-dropbox
netsuite,https://github.com/NetSweet/netsuite
rutabaga,https://github.com/simplybusiness/rutabaga
qbwc,https://github.com/qbwc/qbwc
browser_sniffer,https://github.com/Shopify/browser_sniffer
cutter,https://github.com/stanislaw/cutter
carpentry,https://github.com/kiskolabs/carpentry
cache,https://github.com/seamusabshere/cache
carrierwave-video-thumbnailer,https://github.com/evrone/carrierwave-video-thumbnailer
jruby_art,https://github.com/ruby-processing/JRubyArt
acts_as_xlsx,https://github.com/randym/acts_as_xlsx
em-mongo,https://github.com/bcg/em-mongo
active_model_otp,https://github.com/heapsource/active_model_otp
bootsy_full_html,https://github.com/volmer/bootsy
emeril,https://github.com/fnichol/emeril
themes_on_rails,https://github.com/chamnap/themes_on_rails
typus,https://github.com/typus/typus
social-buttons,https://github.com/iffyuva/social-buttons
typo,https://github.com/publify/publify
dm-active_model,https://github.com/datamapper/dm-active_model
active_mocker,https://github.com/zeisler/active_mocker
carnivore,https://github.com/carnivore-rb/carnivore
jquery-infinite-pages,https://github.com/magoosh/jquery-infinite-pages
enumerated_attribute,https://github.com/jeffp/enumerated_attribute
gir_ffi-gtk,https://github.com/mvz/gir_ffi-gtk
brendanlim-sms-fu,https://github.com/brendanlim/sms-fu
beanstalkd_view,https://github.com/denniskuczynski/beanstalkd_view
cwninja-whenever,https://github.com/javan/whenever
uki,https://github.com/voloko/uki
jp_prefecture,https://github.com/chocoby/jp_prefecture
jshint,https://github.com/damian/jshint
andrewtimberlake-whenever,https://github.com/javan/whenever
enphase-arturo,https://github.com/zendesk/arturo
catarse_pagarme,https://github.com/catarse/catarse_pagarme
lhs,https://github.com/local-ch/lhs
guard-jammit,https://github.com/guard/guard-jammit
kitchen-verifier-serverspec,https://github.com/neillturner/kitchen-verifier-serverspec
guard-haml,https://github.com/guard/guard-haml
guard-foodcritic,https://github.com/Nordstrom/guard-foodcritic
arena_barby,https://github.com/toretore/barby
net-ssh-shell,https://github.com/mitchellh/net-ssh-shell
jordanyeo-simple-navigation,https://github.com/codeplant/simple-navigation
caracal,https://github.com/trade-informatics/caracal
rails-default-database,https://github.com/tpope/rails-default-database
pamds,https://github.com/janko-m/paperclip-dropbox
ruby-ll,https://github.com/YorickPeterse/ruby-ll
gir_ffi,https://github.com/mvz/gir_ffi
traceview,https://github.com/tracelytics/ruby-traceview
facterdb,https://github.com/camptocamp/facterdb
mini_shoulda,https://github.com/metaskills/mini_shoulda
twitter-auth,https://github.com/mbleigh/twitter-auth
serve,https://github.com/jlong/serve
debugger-completion,https://github.com/cldwalker/debugger-completion
named_seeds,https://github.com/metaskills/named_seeds
json_builder,https://github.com/dewski/json_builder
cdnjs-rails,https://github.com/chrishough/cdnjs-rails
mini_racer,https://github.com/discourse/mini_racer
bugsnag-maglev-,https://github.com/bugsnag/bugsnag-ruby
erkki-bitly,https://github.com/philnash/bitly
device_api-android,https://github.com/bbc/device_api-android
fog-maestrodev,https://github.com/fog/fog
tty-file,https://github.com/piotrmurach/tty
praxis,https://github.com/praxis/praxis
errata,https://github.com/seamusabshere/errata
ginatra,https://github.com/NARKOZ/ginatra
sensu-extensions,https://github.com/sensu/sensu-extensions
jlw-whenever,https://github.com/javan/whenever
jomz-google-api-client,https://github.com/google/google-api-ruby-client
payday,https://github.com/commondream/payday
jls-lumberjack,https://github.com/elastic/logstash-forwarder
minke,https://github.com/nicholasjackson/minke
json_schema_tools,https://github.com/salesking/json_schema_tools
tumugi,https://github.com/tumugi/tumugi
aptible-auth,https://github.com/aptible/aptible-auth-ruby
releaf-core,https://github.com/cubesystems/releaf
cf,https://github.com/cloudfoundry-attic/cf
exception_notification_more_info,https://github.com/smartinez87/exception_notification
twilio,https://github.com/webficient/twilio
decent_decoration,https://github.com/netguru/decent_decoration
library_stdnums,https://github.com/billdueber/library_stdnums
rrrspec,https://github.com/cookpad/rrrspec
togglv8,https://github.com/kanet77/togglv8
jgrep,https://github.com/ploubser/JSON-Grep
rack-protection-monkey,https://github.com/sinatra/rack-protection
neo4j-rake_tasks,https://github.com/neo4jrb/neo4j-rake_tasks
adminlte-rails,https://github.com/shine60vn/adminlte-rails
jgdavey-formtastic,https://github.com/justinfrench/formtastic
cf-twitter-bootstrap-rails,https://github.com/seyhunak/twitter-bootstrap-rails
cf-uaac,https://github.com/cloudfoundry/cf-uaac
js_stack,https://github.com/netguru/js_stack
destroyed_at,https://github.com/DockYard/ruby-destroyed_at
diaspora_federation-rails,https://github.com/diaspora/diaspora_federation
oembedr,https://github.com/agoragames/oembedr
orats,https://github.com/nickjj/orats
jubilee,https://github.com/isaiah/jubilee
danger-swiftlint,https://github.com/ashfurrow/danger-swiftlint
judge-simple_form,https://github.com/joecorcoran/judge-simple_form
blazing,https://github.com/effkay/blazing
capistrano-ssh-doctor,https://github.com/capistrano-plugins/capistrano-ssh-doctor
xcpretty-travis-formatter,https://github.com/kattrali/xcpretty-travis-formatter
poltergeist-cj,https://github.com/teampoltergeist/poltergeist
esa,https://github.com/esaio/esa-ruby
viewpoint_reloaded,https://github.com/WinRb/Viewpoint
jekyll-responsive_image,https://github.com/wildlyinaccurate/jekyll-responsive-image
yard-doctest,https://github.com/p0deje/yard-doctest
open_gem,https://github.com/adamsanderson/open_gem
jekyll-minify-html,https://github.com/octopress/minify-html
em-socksify,https://gitlab.com/mfriedenhagen/trivia
spreadsheet_architect,https://github.com/westonganger/spreadsheet_architect
