name	url	sha1	sha256	sha512
ruby-1.0-971209	https://cache.ruby-lang.org/pub/ruby/1.0/ruby-1.0-971209.tar.gz	8b19557200df07e4fb719285a8409ad92b74f4e8	3ee3e35cec1c9e4f9813c5203e918710eb13ecf416353be3b99244b1b98b9caa	4b8cd1059a22f468848565036864fd176b908dec91477618a03671ed4a3a3141c7b3ae7dc0768a9d74d855779e19dd23727fc4294f3f6223e606ffd80b1197a1
ruby-0.60	https://cache.ruby-lang.org/pub/ruby/1.0/ruby-0.60.tar.gz	82f3393bd612bd599c27f22a3ea1a36c40d58de7	f25359575aab0955e2b656b51a677962ef7ad9195b66c660d11a906fd9ba32aa	be12b753aa9df699d5a2018050743b4a796bfcc5b553de99ab75d1c6e1426f52f5c026caef88ee07a89c829aac3d3ab67833fca4d2d1b1ecdd1950186a8915b2
ruby-0.55	https://cache.ruby-lang.org/pub/ruby/1.0/ruby-0.55.tar.gz	22d889ca3a226249e8812e210f79737488b591f6	4e802e9c27dc0320bf92d8341743289f6f28987e1746472f83c5814144a73e74	87299b611fef92696d968c794aae3441a5e103d4ce51fd8f7f52d330d79f1308dbcbb09bb3d667838e7eb8991912c51bc0c199d5122444c8e74ea488fb471ce3
ruby-0.54	https://cache.ruby-lang.org/pub/ruby/1.0/ruby-0.54.tar.gz	4611860eb60cb45305037b00d5a736d1aa5937dc	b30739e00cda984fe0e28121ff7d0e3c17174ba0e2a6c834f94b79e103e6dfb3	0bf3c811cc19083413c35022595c628db371eb6cc7543e59163c03a2a1c525a2dc8b2bb8a3e1aea0f312ac5d941124787325115344948e814cf73b932459d1eb
ruby-1.0-971204	https://cache.ruby-lang.org/pub/ruby/1.0/ruby-1.0-971204.tar.gz	c243f436f552a283b31fbe82b328704defe8ff42	70dbcbd7254927ae0d6431761817a350c5cc3642cf0f795c1b783df42be5017b	d0e45e4f925642e1fc70a7b9d5dd72d99f0555e01132d51d8d415327cd3e6f1cf944d5ae2be9a7a2d889649c10c15fadaad2c3e06c79c9e764a943a765bf8be7
ruby-0.69	https://cache.ruby-lang.org/pub/ruby/1.0/ruby-0.69.tar.gz	1be29eefaa1e2d01abde68de601b988816c4fb64	320c8f45d7227c1e576a8e85b39399046d47daccdde899f7edde59a3c241a56c	bf57b4e50461ad32fea4ac4721885471936dde0da56035be6654ae94b93abc8360ea30a5fda2e4afccdeadfcc4215bb8d929357c9708fb3110a2775e4f357042
ruby-0.51	https://cache.ruby-lang.org/pub/ruby/1.0/ruby-0.51.tar.gz	e29940e79db840a25c69c3e3f729e2fb2a02854e	587840b731deababa8e3dc1f538111150150eba021b5dc059951f1d0f1d6d8bf	a98e1dada5ef014db08b643f2390eeffc89440535ebcf65759a05e19e73fe93a331a94b5e3883600a0fe693010f29a5c89ee76ec12fd33f269bc4cb59c553bf1
ruby-1.0-961225	https://cache.ruby-lang.org/pub/ruby/1.0/ruby-1.0-961225.tar.gz	2464c4b93818723f5def06b31b5efcdeebe635ad	8d8f0775744c1da45601f53a3c3c296b374a7cb41c15ee1dde92110a64ec01d9	caaccb4a2e10400688bc39f81c4b1ba2457fc2eb192fa51f8981da010bfdd7b5e60c27d9ce59680213289189573263a7a208d3cf7805d4828ea6102e3f367c4e
ruby-1.1a0	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a0.tar.gz	f944b438f765e3397410b94961fe754a8a754d80	836f961b6b1f3ab6f32236b9864472ec8ab7e88faa53498e69347d942cabfcb2	edf9449c9c547f67e326a7df25140ffd69a27a91bff1b95c1a63e32b3b31f24ff6ebee3ecca156b73f374daa90dd67fc8596ec1c5a6c6cbd77aef28e4f4b1252
ruby-1.1a7	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a7.tar.gz	dd494cca816281d01b3a9c08ed68b11398c91136	a93a6acf32294045f43ceb56d837824b555da43a27672f90e709935b2a7375dc	bab17ed9d36ae30111e85291adca7a3976b846e8312030fdad50d5685ce6fb26b0da5b8d485b0640ddac8d1b5fff23a780d3d36119e7de4dcdfb298611c58af8
ruby-1.1a4	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a4.tar.gz	d712c584305a3e86fd4bd952e4244377754df822	4b2beb9732426d69f91633cb56c9eb09aeb66b6186bbec8b91b6077b2c24ef98	5240a1b386fb9dfe57b8c2afbb647e20788ab8bd22ac24cf7f39dd99755fd5000aa3c121823c5acaf5e5bfa21af0f3ab45907072c78bede7356274c2ce9e7841
ruby-1.1a2	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a2.tar.gz	d8e32daccf1ac381de49eb2da1d91837da8338d9	a8d436cf1cea3a3b6bab421e331d7b1c1f2d68053e207542759321c5a0b55b78	28d4ea5e7dc17d74d2e1b9f4ac32d14bfa09bf4b1ca5194b83cfa64e40d15aa2d162537c68d4680d81959a7b58b98425b2112136b8b00f05807858ccf38cf869
ruby-1.1a3	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a3.tar.gz	88711dadee814a7410ab56e6b0dd23f8b9085184	ab8222a9792731b6ec2478b6dd26c52ce2d0d332eebdcef9a0fb305bbfe7b8e9	67b66fe7f654520e189069f65456d01c4f5a929cc3b721dc73ac76f195f6fbfe841ca3524b3a07bbd96aad55ed00e41ab4b38813ddf33553b149abaec4f0c566
ruby-1.1a5	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a5.tar.gz	1f9fb06985d8dafa1ca7586a4b675da778bfa7de	ea57e6053ba6bed8c9676cc5dd048dfbc373bc0bf0a86605c6bd5e6e85fcad56	96cc88f56590b04c259bb302e05483fce177a62366c13aa447b26223436eefb36808da38809bbf8079beb87b463d0f895c94ce521eeeda1420591273dbce3c0c
ruby-1.1a9	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a9.tar.gz	a58a614fad8b563da30cdced2995d7fbe9172f39	20ba3ab851861254360d0aa64963a109f89d649b3cee2cacc2c76be89cd4e1f4	4482ce213ddecf17b2a2edfdb344267114fd145545e15602459622b5cf396eac7b9c4cfaa8658d81ef1b61246be747530c12112b221b2beabf6ff908c7c58f0f
ruby-1.1a6	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a6.tar.gz	7aa0d3fac342eeafaeebe68c0971b2d52b5fd12d	918f7bc134b69f02f781fc98e414ce18ee83714fbff957e9fb30d37441c83b51	d7394fc34908ece4e7a9ba34e04aeee057c33cfbd270b7fdb49e4905563f7c1e13ae662be53a2e9cd4451bbc625b465142dcace44987549f72c8d347bf490ee8
ruby-1.1a8	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a8.tar.gz	4e09941e8e35ce433534cae10d5c25c036d8f605	564752b556750926569144c5ee8443f66fe45353ccddb5a6cfd117c1e7cb0c07	069effec507f1da585ed7397b90a7b267d0055cb5e1e4b907a3a1e677ae492115bf2addfa556172928a2e6ba01580a471bd64fb94ea66f265dfcf5ef5e74fc43
ruby-1.1a1	https://cache.ruby-lang.org/pub/ruby/1.1a/ruby-1.1a1.tar.gz	4a57c878d795b86b97993b6bf6a0f8e607312a53	7e71ae56375235325dc2907adafbfe94aa6627a174ae69c6b6b6d0575a06647a	24725a9fe7dd14bd4097c67cb6606ffd524163f31961a59ebb6ea37a185aeec8ef855e7cd99dc72b9ef1cce191c5183ed6a609b5b9320ab6d4d2d28f17b62151
ruby-1.1b9	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9.tar.gz	08cd2cc4bfac89a7972d5071bc66d17accdf4de7	5f386c8f8d3846a6fe388090dfa9bdbf8fcfc59d6542c345608bc2c389be6ff1	8784cbe859ded043c1392b54e391ca5a8a2da2d125a558c94c468b3119cb4a1aac475e64ddb4acadac27308fb3b9f32234cb130495d3d713474098c13a472e1c
ruby-1.1b9_29	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_29.tar.gz	a4b4a9b78863ec39d4f4a8d349ef0ebdbd21771d	eff084fb460911ec18b8159d76d4b3c11318a9489cd55355f2fb736b657b9678	51a743b7f9984b6dce37aab36d4d01582b6ea5c5822e90f7e15bb8a2fc7dc7d504a3f66ee6e2d46d780cf202fed1dced1edf31bb3b3ab24cc6089380895cdca3
ruby-1.1b9_09	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_09.tar.gz	84776babc1b63595f4efff7cf184898b9cc935f7	b121284b873e676d2101661ce04a70ddd85c97315987296d5355f0935353b070	c4444152f41233ed975b443c80034cb99e22a2d9630eb09557af992504aabe432e3043a5c51a4224e2204fdc2b1a1131eb68014837e33832c388554921184717
ruby-1.1b9_26	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_26.tar.gz	b43c80478ab89b23f602b65cacff2a9cb223aaec	3bc105601a003ef5467540a91ee1b5b797f3f232590af4b4ee1b807b54a0940d	a9988b61f2b37f67486c6c4d099ed51154ef4c486f7c25ee4fffec3fb48f56126d4476be8911497492446632e968c96aa0b2ec46b3c00100600bf5541fc6cbb3
ruby-1.1b3	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b3.tar.gz	609092fdd50170e24e78c4b301fd5be58d1c20ff	7ac68112564303efe8e4d0fc0d356be77ceafd27307e58e4d3d0d58ff4138b6d	496e3514f55e6613bce2982cf191612f5d1697a218d47605ffbfd12fd79eb39ece7404b1980640db8f69ffa507e3a2d04f470bc4220a3740e4e0602cbe71dfcc
ruby-1.1b9_19	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_19.tar.gz	3e6f17610d459d0f03bef61ffbfdfd264d926a80	31d4f98c81568e100b361851ea8fcf0f7109deb646096cb0460e764093461345	ca3a77af5786620886ead604d56802f60f70821ce24ecee1d0fa5d13a9c2c199448d268a298d7c7deee8e84a6978937be2b3d0ec6d657a58c47d3371a28d7223
ruby-1.1b9_12	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_12.tar.gz	c00c97fc2225c4a57eb63ab7024791e45833ac5f	da8f81be63d25a99dc4c1cac02a1a5ec401e78498c09a683eca1351b3ac61f9b	8c95c635a0d6192fea9cc69655454fa745fe47e95f337461e4cefd56d0e6dd4d0eb2197339e2152335b3ddc9e4d465d65aa5c3416778cdf77d4010869682c4c8
ruby-1.1b7	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b7.tar.gz	af2b383bd040d67b58a6cf8876336a06488b4cd7	aea9ad36baa30cf4bf0777de8355fc90ae294cb7aafda78c415d6e7185e293b9	8ab9ee7848ce665aea2eea7fa74c2d77ec16213da68a5c8c3041a9c07c44341d8528332a2fb3b354b0a0c47ce950d2f1593517ee2235a7bafc0916bba6d234d2
ruby-1.1b9_10	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_10.tar.gz	f1c149280502d56dfb6972b136fa5190c68e145e	bf79e6830bc79fc0dcc1eb17424b6620b1ee828bd014c4620a197cbec7fc51cf	459e4f46587f2eb8c995032fc092f4c89b7a669a1296f839f88c87b1a222432d61b8c12730f78e5c402d6299eac33fe41f9ab9820659faded9dfd1053812a21f
ruby-1.1b9_23	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_23.tar.gz	5d3a350f6f62438534364d485db541b011d881df	5d85a5bcb9b524f04b393596ea68f83150f01c7ebd7c1f546a79932906340707	75c7a63d0d5ef9df63a3a18b7c51ccac4eb0a98b4c3613655f25e9c28cae5136c245e0b8cc2360c4f1f6aa49035b4417217e341fb3fd9a7eaf8244b96f948912
ruby-1.1b9_16	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_16.tar.gz	4cae9c96557ff8348a97c6bdc7615ef9c01e8268	031a2eb4d32461d8fbc3f9430e13ae7c7e0466dc5cb0005cb42df8e7aa9b045a	f35d8871f02765b118d808276dcf78d85352a3cb5f4fd20f92940a583bd3b21bea31c56cb1c1ab492bda43e9e8cd087524d44e81c09daf56aa24b24dee4da1b4
ruby-1.1b5	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b5.tar.gz	8233ecdfe2a7139a60d8787fd642e35ce3ff51ca	39ea54e55217a3c33fd3e0260567d30ac6efdcaf01ca159ffaee12495c7b22ea	5ad9fa50d9ffd2df722b527588d48cfd51c2ec549f06ad81d6693753a3585661aafeabd115b5a2ac1e594c6dd1f1d1d42b798f7a1fe207ee7d959f438dee7e82
ruby-1.1b0	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b0.tar.gz	3d849e505ae98e28a15a5f5cde0cc3ab772adddd	894dd96f22f519aeda97b3806eb71815a441825eadca13eb259ac73e3d48ed69	d45bba8d38700a82a98aee73b3de75493e8d0f1c1f84fcb988ca6ace4a9ae6ecb4ef5aae33e67af6e46a6c7aea1acaac8d709f229e62da4258b0d06b2698fd5f
ruby-1.1b9_31	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_31.tar.gz	6b7424e45dfe7686e7bf49f432383cdeeb648d46	bc91716bb3ddb2ddf2626f0509b81beae91c65a034e75347b6c31262bd04b884	350d139f1026eddfb312b9e84db649e0eb98862f486c56520c28e503a934caa804093d40a9aebd4a2c3f6735fe0af33514f5833fe28ee0a96c38db7390eef3e6
ruby-1.1b9_28	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_28.tar.gz	cce6c307be10fbb62de1c31b97ed8242396f2c3d	502deffe5f6e93bbbc6e5498bf8718ca37e2308d2a807c5b29f67f8e77f0c544	15cd6cc382f4c493b782819cb34acd7dc95555e44d7be2901e47dfb42a0ea9a8faebd901899c177a4af55b077b1b9e612cbd9a41a34e414215da3514bf782864
ruby-1.1b9_22	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_22.tar.gz	d1c0e057e13e300ebb7db38d50c7fca62167765a	9af0d211ea7bbdcd7efcf50c30b9eec738f760f008619326b99a6c44c58e35d1	13948082bb9109be00d50c1248ee7f9d719afcba37b7cc00c4794e464c5decee1e66f57277500c034402f0a6925f4847fc8998a26a2253f939c66735444fecb3
ruby-1.1b9_13	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_13.tar.gz	1d2280ff35c2e16b27bbb9e7a299e6ff200bcbda	268cf8210684382f147989ae1c53a7b63f243037984f53d1dd2fc737299b65b8	251d6382508a8f656c07acae24112e961f35b03cf8ae1ed8ec97c7841a9eee34d8c246828d9b73276db7da9b93e7c93a68041a8c2b6c354e4d801383ca07e942
ruby-1.1b9_27	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_27.tar.gz	57d57131420168c8c7c6548f1bdab1488f19236a	ffb85e27685e4b240aa7afc3456cd73ed06853c02f2ded17de7eaa31bb5c840b	432ca7e8b86cb4770d164d3d28fd6d1412fc264917a2beecaca2c725a105494648508786325259c11f5d57a4cd7cf3af9272d2ec0fdcea05a410f94c3116ebb8
ruby-1.1b9_15	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_15.tar.gz	f999ae29a2a6a1a76703d6c9adbfbe3f65038a6b	5cb0b538e831e33b998e8e12ba295f43e9f5d6a76d24be00a541589913942a4d	e81e37d1497f46e039784b46ea22d951e740426d0ddf63a50368c58873460464f5ae4ae836b402c8379c22340ff184e3c0a1780e71e761aef105de626cf718a3
ruby-1.1b9_11	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_11.tar.gz	b9760d6f8f6bd3a4880023fbd8aae8e6953978ee	06cfe9fb298ab0f2faf2c161355acc6eb733193460132b59c0e2623c5ea2b68e	8fbf7ec47008fb15e16f01742d6550103da620e24e1ddf4e1b9190a25ea0f57d8e8029862b95c156af44aaef2c9c61f943754b5ca26158c0f2adb61832fb95f5
ruby-1.1b9_32	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_32.tar.gz	802a43b2b44ea56180a6361dca5e2ba546021185	9ddaf32b6071327398024fba940cdb11da7b9918d4c6b451d34ecedcc8f7521c	df48b54b167748fbe8f189c6754c2e33cf307fb649c80544b3d500917a5155013275172f4827f5e7c1ceced8a962b08541a6b5277d4a0f025021f96458779b2c
ruby-1.1b9_04	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_04.tar.gz	fcad7e26f1f2de82657650c7b70987b2b29f3558	cdebffc785d9194fe8692b760301a8e5b387574bc11eaab6b4e4043994dda5d5	64e639522f2e6dc7930843793f84f9bc29dce3253415b43af5d429b47697f780bbd96cb89b7f97c74c6137c7518e365329e62c40cb8a72068c9a956030010748
ruby-1.1b9_30	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b9_30.tar.gz	641b7c9b781fb63c07f690b2b0db3bd1389a3ede	acb3aeccebf297da03d9378886427bd828faad9ea06a86803b4fae5246dc3caa	8769661707ef6cf4ec3c8e3f731a161dba01f877f585f8d3f3c4860f27b7f4f299eaff66a84c34ef2abbf673967193e6919824c81569d936cb8e80582ec1076b
ruby-1.1b1	https://cache.ruby-lang.org/pub/ruby/1.1b/ruby-1.1b1.tar.gz	d657b6309b081d055698058a30712fa4774326b7	32b76298075d59757a44df15ee1cfbc9577418543d6447e65730bf92ea232f13	2eddd0e15cc3bbec2d872c7daae9da4d6db132939caf5051856a5a28573c009020374d6ff483069e899a5298763d9164e2c1abfca9579242243f94278e4039c4
